  -5.5979958e+01  -5.6324346e-01   7.3699915e+00   1.5567804e+02   1.4129673e+00  -1.6424373e+02   1.7000000e+00
  -5.1963307e+01  -5.3596690e-01   3.2589970e+00   1.6569795e+02   7.3710588e-01  -1.6538344e+02   1.7250000e+00
  -4.7685862e+01  -5.1189567e-01  -8.8874690e-01   1.7715084e+02   1.2954094e+00  -1.6618775e+02   1.7500000e+00
  -4.3059098e+01  -4.4474906e-01  -5.0331460e+00   1.9428844e+02   3.4924016e+00  -1.6532711e+02   1.7750000e+00
  -3.7965885e+01  -3.4064197e-01  -9.1203888e+00   2.1283149e+02   4.5739049e+00  -1.6107813e+02   1.8000000e+00
  -3.2424375e+01  -2.1672834e-01  -1.3050245e+01   2.3044266e+02   4.9339586e+00  -1.5323436e+02   1.8250000e+00
  -2.6456148e+01  -9.9323328e-02  -1.6754023e+01   2.4760124e+02   4.2258557e+00  -1.4290798e+02   1.8500000e+00
  -2.0056568e+01  -4.4737401e-03  -2.0148051e+01   2.6349191e+02   3.2071644e+00  -1.2817517e+02   1.8750000e+00
  -1.3287053e+01   7.8482047e-02  -2.3117706e+01   2.7737820e+02   3.2345742e+00  -1.0899726e+02   1.9000000e+00
  -6.1998327e+00   1.5098779e-01  -2.5546751e+01   2.8828391e+02   3.3234794e+00  -8.4205080e+01   1.9250000e+00
   1.1046099e+00   2.5091806e-01  -2.7295746e+01   2.9413277e+02   4.3593431e+00  -5.5901833e+01   1.9500000e+00
   8.4692191e+00   3.5127279e-01  -2.8324187e+01   2.9253788e+02   3.5864315e+00  -2.7532156e+01   1.9750000e+00
   1.5692874e+01   4.1914003e-01  -2.8695840e+01   2.8437417e+02   1.6808122e+00  -4.0624840e+00   2.0000000e+00
   2.2669988e+01   4.3448767e-01  -2.8555391e+01   2.7370394e+02   8.5689490e-02   1.3825810e+01   2.0250000e+00
   2.9367786e+01   4.3919504e-01  -2.8039836e+01   2.6159737e+02   4.0076812e-01   2.6364441e+01   2.0500000e+00
   3.5739339e+01   4.5991450e-01  -2.7260843e+01   2.4813111e+02   1.5510068e+00   3.6093893e+01   2.0750000e+00
   4.1772062e+01   5.1722775e-01  -2.6228346e+01   2.3440064e+02   2.6610621e+00   4.6284155e+01   2.1000000e+00
   4.7484185e+01   5.7661693e-01  -2.4936602e+01   2.2307313e+02   2.4584322e+00   5.6776729e+01   2.1250000e+00
   5.2937401e+01   6.3986219e-01  -2.3388460e+01   2.1330659e+02   2.0604463e+00   6.5249031e+01   2.1500000e+00
   5.8139910e+01   6.6208039e-01  -2.1682372e+01   2.0257605e+02   3.8468008e-01   6.9806926e+01   2.1750000e+00
   6.3068138e+01   6.5483483e-01  -1.9877775e+01   1.9153278e+02  -7.3138139e-01   7.2552711e+01   2.2000000e+00
   6.7728053e+01   6.2103740e-01  -1.8028180e+01   1.8183291e+02  -1.1802468e+00   7.4553186e+01   2.2250000e+00
   7.2169252e+01   5.9815650e-01  -1.6143253e+01   1.7299891e+02  -5.1336743e-01   7.5801955e+01   2.2500000e+00
   7.6391236e+01   6.0045693e-01  -1.4235825e+01   1.6485585e+02   1.0905627e+00   7.6876871e+01   2.2750000e+00
   8.0419166e+01   6.2946849e-01  -1.2299650e+01   1.5718686e+02   1.6345913e+00   7.7448478e+01   2.3000000e+00
   8.4261164e+01   6.6208504e-01  -1.0344525e+01   1.5032857e+02   1.2435427e+00   7.8477081e+01   2.3250000e+00
   8.7924138e+01   6.8094038e-01  -8.3592848e+00   1.4310135e+02   5.7059770e-01   8.0713445e+01   2.3500000e+00
   9.1409403e+01   6.8461327e-01  -6.3228798e+00   1.3563066e+02   6.0786385e-02   8.1944517e+01   2.3750000e+00
   9.4697131e+01   6.7872014e-01  -4.2663932e+00   1.2780697e+02  -2.1305810e-01   8.2327328e+01   2.4000000e+00
