#Initial conditions:
#x =  80 (kpc), y =  0 (kpc), z =  0 (kpc), vx =  0 (km/s), vy =  0 (km/s), vz =  80 (km/s),
#positions, velocities and accelerations are relative to a (0,0,0) point
#Columns
# t(Gyrs), x_sat(kpc), y_sat(Kpc), z_sat(Kpc), x_mw(Kpc), y_mw(Kpc), z_mw(Kpc), vx_sat(Kpc/Gyr), vy_sat(Kpc/Gyr), vz_sat(Kpc/Gyr), vx_mw(Kpc/Gyr), vy_mw(Kpc/Gyr), vz_mw(Kpc/Gyr), ax_sat(Kpc/Gyr2), ay_sat(kpc/Gyrs2), az_sat(Kpc/Gyr2), axmw(Kpc/Gyr2), aymw(Kpc/Gyr2), azmw(Kpc/Gyr2)
0.0 80.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 81.8169732043 0.0 0.0 0.0 -496.979452041 -0.0 -81.6041612123 52.026284245 0.0 0.0
-0.001 80.0 0.0 -0.0818169732043 0.0 0.0 0.0 0.496979452041 0.0 81.8985773655 0.0 0.0 0.0 -497.474336021 -0.0 -81.1047085922 0.0 0.0 0.0
-0.002 79.9990060411 0.0 -0.163797154731 0.0 0.0 0.0 0.994948672042 0.0 81.9791826215 0.0 0.0 0.0 -497.474336021 -0.0 -81.1047085922 0.0 0.0 0.0
-0.003 79.9980101027 0.0 -0.245775338447 0.0 0.0 0.0 1.49192812408 0.0 82.0607867827 0.0 0.0 0.0 -497.976076734 -0.0 -80.6071310299 0.0 0.0 0.0
-0.004 79.9960221848 0.0 -0.327918728296 0.0 0.0 0.0 1.99090082551 0.0 82.1403968835 0.0 0.0 0.0 -498.475238793 -0.0 -80.1143884935 0.0 0.0 0.0
-0.005 79.994028301 0.0 -0.410056132214 0.0 0.0 0.0 2.48887860167 0.0 82.2210155597 0.0 0.0 0.0 -498.98227573 -0.0 -79.6258622869 0.0 0.0 0.0
-0.006 79.9910444276 0.0 -0.492360759416 0.0 0.0 0.0 2.98886537697 0.0 82.2996486081 0.0 0.0 0.0 -499.486772139 -0.0 -79.1429213732 0.0 0.0 0.0
-0.007 79.9880505703 0.0 -0.574655429431 0.0 0.0 0.0 3.48785214595 0.0 82.3793014024 0.0 0.0 0.0 -499.999181415 -0.0 -78.6632459968 0.0 0.0 0.0
-0.008 79.9840687234 0.0 -0.657119362221 0.0 0.0 0.0 3.9888637398 0.0 82.4569751001 0.0 0.0 0.0 -500.509084325 -0.0 -78.1874948471 0.0 0.0 0.0
-0.009 79.9800728428 0.0 -0.739569379631 0.0 0.0 0.0 4.4888703146 0.0 82.5356763921 0.0 0.0 0.0 -501.026928243 -0.0 -77.7131338898 0.0 0.0 0.0
-0.01 79.9750909827 0.0 -0.822190715005 0.0 0.0 0.0 4.99091759628 0.0 82.6124013679 0.0 0.0 0.0 -501.542289765 -0.0 -77.2410611721 0.0 0.0 0.0
-0.011 79.9700910076 0.0 -0.904794182367 0.0 0.0 0.0 5.49195489413 0.0 82.6901585145 0.0 0.0 0.0 -502.065610162 -0.0 -76.7689542586 0.0 0.0 0.0
-0.012 79.9641070729 0.0 -0.987571032034 0.0 0.0 0.0 5.99504881661 0.0 82.7659392764 0.0 0.0 0.0 -502.586464425 -0.0 -76.2980691129 0.0 0.0 0.0
-0.013 79.9581009099 0.0 -1.07032606092 0.0 0.0 0.0 6.49712782298 0.0 82.8427546527 0.0 0.0 0.0 -503.115288464 -0.0 -75.8262523165 0.0 0.0 0.0
-0.014 79.9511128173 0.0 -1.15325654134 0.0 0.0 0.0 7.00127939354 0.0 82.917591781 0.0 0.0 0.0 -503.641658135 -0.0 -75.3550321032 0.0 0.0 0.0
-0.015 79.9440983512 0.0 -1.23616124448 0.0 0.0 0.0 7.50441113925 0.0 82.9934647169 0.0 0.0 0.0 -504.176004191 -0.0 -74.8823265577 0.0 0.0 0.0
-0.016 79.936103995 0.0 -1.31924347077 0.0 0.0 0.0 8.00963140192 0.0 83.0673564342 0.0 0.0 0.0 -504.7079053 -0.0 -74.4098570116 0.0 0.0 0.0
-0.017 79.9280790884 0.0 -1.40229595735 0.0 0.0 0.0 8.51382694985 0.0 83.1422844309 0.0 0.0 0.0 -505.247786732 -0.0 -73.9355460748 0.0 0.0 0.0
-0.018 79.9190763411 0.0 -1.48552803963 0.0 0.0 0.0 9.02012697538 0.0 83.2152275263 0.0 0.0 0.0 -505.785231543 -0.0 -73.4612601834 0.0 0.0 0.0
-0.019 79.9100388344 0.0 -1.5687264124 0.0 0.0 0.0 9.52539741293 0.0 83.2892069513 0.0 0.0 0.0 -506.330658857 -0.0 -72.9848879928 0.0 0.0 0.0
-0.02 79.9000255463 0.0 -1.65210645354 0.0 0.0 0.0 10.0327882931 0.0 83.3611973023 0.0 0.0 0.0 -506.87365749 -0.0 -72.5084145997 0.0 0.0 0.0
-0.021 79.8899732578 0.0 -1.73544880701 0.0 0.0 0.0 10.5391447279 0.0 83.4342237805 0.0 0.0 0.0 -507.424639566 -0.0 -72.0296733375 0.0 0.0 0.0
-0.022 79.8789472568 0.0 -1.8189749011 0.0 0.0 0.0 11.0476375722 0.0 83.505256649 0.0 0.0 0.0 -507.973200926 -0.0 -71.5507536435 0.0 0.0 0.0
-0.023 79.8678779827 0.0 -1.9024593203 0.0 0.0 0.0 11.5550911298 0.0 83.5773252878 0.0 0.0 0.0 -508.529745721 -0.0 -71.0694215077 0.0 0.0 0.0
-0.024 79.8558370746 0.0 -1.98612955167 0.0 0.0 0.0 12.0646970637 0.0 83.647395492 0.0 0.0 0.0 -509.083878037 -0.0 -70.5878629013 0.0 0.0 0.0
-0.025 79.8437485885 0.0 -2.06975411129 0.0 0.0 0.0 12.5732588858 0.0 83.7185010136 0.0 0.0 0.0 -509.645993003 -0.0 -70.1037694834 0.0 0.0 0.0
-0.026 79.8306905568 0.0 -2.1535665537 0.0 0.0 0.0 13.0839890497 0.0 83.7876030309 0.0 0.0 0.0 -510.205704152 -0.0 -69.6194194585 0.0 0.0 0.0
-0.027 79.8175806104 0.0 -2.23732931735 0.0 0.0 0.0 13.5936702941 0.0 83.8577398525 0.0 0.0 0.0 -510.773396491 -0.0 -69.132425917 0.0 0.0 0.0
-0.028 79.8035032162 0.0 -2.32128203341 0.0 0.0 0.0 14.1055358427 0.0 83.9258678828 0.0 0.0 0.0 -511.338694199 -0.0 -68.645156921 0.0 0.0 0.0
-0.029 79.7893695388 0.0 -2.40518105312 0.0 0.0 0.0 14.6163476825 0.0 83.9950301663 0.0 0.0 0.0 -511.911971025 -0.0 -68.155144292 0.0 0.0 0.0
-0.03 79.7742705208 0.0 -2.48927209374 0.0 0.0 0.0 15.1293597847 0.0 84.0621781714 0.0 0.0 0.0 -512.482862999 -0.0 -67.6648446593 0.0 0.0 0.0
-0.031 79.7591108192 0.0 -2.57330540946 0.0 0.0 0.0 15.6413134085 0.0 84.1303598557 0.0 0.0 0.0 -513.061731442 -0.0 -67.1717067604 0.0 0.0 0.0
-0.032 79.742987894 0.0 -2.65753281345 0.0 0.0 0.0 16.1554832476 0.0 84.1965215849 0.0 0.0 0.0 -513.638225454 -0.0 -66.6782751296 0.0 0.0 0.0
-0.033 79.7267998527 0.0 -2.74169845263 0.0 0.0 0.0 16.6685898594 0.0 84.2637164059 0.0 0.0 0.0 -514.222692729 -0.0 -66.1819141281 0.0 0.0 0.0
-0.034 79.7096507143 0.0 -2.82606024626 0.0 0.0 0.0 17.1839286331 0.0 84.3288854131 0.0 0.0 0.0 -514.804796678 -0.0 -65.6852559083 0.0 0.0 0.0
-0.035 79.6924319954 0.0 -2.91035622346 0.0 0.0 0.0 17.6981994528 0.0 84.3950869177 0.0 0.0 0.0 -515.394870137 -0.0 -65.18557948 0.0 0.0 0.0
-0.036 79.6742543154 0.0 -2.9948504201 0.0 0.0 0.0 18.2147183733 0.0 84.4592565721 0.0 0.0 0.0 -515.982592084 -0.0 -64.6856045558 0.0 0.0 0.0
-0.037 79.6560025587 0.0 -3.0792747366 0.0 0.0 0.0 18.730164637 0.0 84.5244581268 0.0 0.0 0.0 -516.57827925 -0.0 -64.1825240164 0.0 0.0 0.0
-0.038 79.6367939861 0.0 -3.16389933635 0.0 0.0 0.0 19.2478749318 0.0 84.5876216201 0.0 0.0 0.0 -517.171627453 -0.0 -63.6791452214 0.0 0.0 0.0
-0.039 79.6175068088 0.0 -3.24844997984 0.0 0.0 0.0 19.7645078919 0.0 84.6518164173 0.0 0.0 0.0 -517.772936046 -0.0 -63.1725742698 0.0 0.0 0.0
-0.04 79.5972649703 0.0 -3.33320296919 0.0 0.0 0.0 20.2834208039 0.0 84.7139667687 0.0 0.0 0.0 -518.371918981 -0.0 -62.6657063472 0.0 0.0 0.0
-0.041 79.5769399672 0.0 -3.41787791338 0.0 0.0 0.0 20.8012517298 0.0 84.77714783 0.0 0.0 0.0 -518.978856936 -0.0 -62.1555601996 0.0 0.0 0.0
-0.042 79.5556624669 0.0 -3.50275726485 0.0 0.0 0.0 21.3213785178 0.0 84.8382778891 0.0 0.0 0.0 -519.583483316 -0.0 -61.6451190796 0.0 0.0 0.0
-0.043 79.5342972102 0.0 -3.58755446916 0.0 0.0 0.0 21.8404186965 0.0 84.9004380681 0.0 0.0 0.0 -520.196058799 -0.0 -61.1313138619 0.0 0.0 0.0
-0.044 79.5119816295 0.0 -3.67255814098 0.0 0.0 0.0 22.3617706354 0.0 84.9605405168 0.0 0.0 0.0 -520.806337585 -0.0 -60.617216148 0.0 0.0 0.0
-0.045 79.4895736689 0.0 -3.75747555019 0.0 0.0 0.0 22.8820313716 0.0 85.0216725004 0.0 0.0 0.0 -521.424559006 -0.0 -60.099668459 0.0 0.0 0.0
-0.046 79.4662175667 0.0 -3.84260148598 0.0 0.0 0.0 23.4046197534 0.0 85.0807398537 0.0 0.0 0.0 -522.040499421 -0.0 -59.5818310558 0.0 0.0 0.0
-0.047 79.4427644294 0.0 -3.9276370299 0.0 0.0 0.0 23.9261123705 0.0 85.1408361625 0.0 0.0 0.0 -522.664375447 -0.0 -59.0604576477 0.0 0.0 0.0
-0.048 79.418365342 0.0 -4.01288315831 0.0 0.0 0.0 24.4499485043 0.0 85.198860769 0.0 0.0 0.0 -523.285986983 -0.0 -58.5387974853 0.0 0.0 0.0
-0.049 79.3938645324 0.0 -4.09803475143 0.0 0.0 0.0 24.9726843444 0.0 85.2579137575 0.0 0.0 0.0 -523.915526541 -0.0 -58.0135150246 0.0 0.0 0.0
-0.05 79.3684199733 0.0 -4.18339898582 0.0 0.0 0.0 25.4977795574 0.0 85.3148877991 0.0 0.0 0.0 -524.542818972 -0.0 -57.4879488505 0.0 0.0 0.0
-0.051 79.3428689733 0.0 -4.26866452703 0.0 0.0 0.0 26.0217699824 0.0 85.3728896552 0.0 0.0 0.0 -525.178031261 -0.0 -56.9586737354 0.0 0.0 0.0
-0.052 79.3163764334 0.0 -4.35414476513 0.0 0.0 0.0 26.5481356199 0.0 85.4288051465 0.0 0.0 0.0 -525.811014646 -0.0 -56.4291179536 0.0 0.0 0.0
-0.053 79.289772702 0.0 -4.43952213733 0.0 0.0 0.0 27.0733920117 0.0 85.4857478911 0.0 0.0 0.0 -526.451909146 -0.0 -55.8957661716 0.0 0.0 0.0
-0.054 79.2622296493 0.0 -4.52511626092 0.0 0.0 0.0 27.6010394382 0.0 85.5405966789 0.0 0.0 0.0 -527.090593839 -0.0 -55.362136716 0.0 0.0 0.0
-0.055 79.2345706232 0.0 -4.61060333068 0.0 0.0 0.0 28.1275731994 0.0 85.5964721646 0.0 0.0 0.0 -527.737180312 -0.0 -54.8246237308 0.0 0.0 0.0
-0.056 79.2059745029 0.0 -4.69630920524 0.0 0.0 0.0 28.6565137988 0.0 85.6502459263 0.0 0.0 0.0 -528.381576967 -0.0 -54.2868359628 0.0 0.0 0.0
-0.057 79.1772575956 0.0 -4.78190382254 0.0 0.0 0.0 29.1843363533 0.0 85.7050458365 0.0 0.0 0.0 -529.033865469 -0.0 -53.7450766212 0.0 0.0 0.0
-0.058 79.1476058302 0.0 -4.86771929692 0.0 0.0 0.0 29.7145815298 0.0 85.7577360796 0.0 0.0 0.0 -529.683985048 -0.0 -53.2030452456 0.0 0.0 0.0
-0.059 79.1178284325 0.0 -4.95341929469 0.0 0.0 0.0 30.2437043234 0.0 85.811451927 0.0 0.0 0.0 -530.34198593 -0.0 -52.6569537005 0.0 0.0 0.0
-0.06 79.0871184216 0.0 -5.03934220077 0.0 0.0 0.0 30.7752655016 0.0 85.863049987 0.0 0.0 0.0 -530.997839708 -0.0 -52.1105926941 0.0 0.0 0.0
-0.061 79.0562779015 0.0 -5.12514539467 0.0 0.0 0.0 31.3057000028 0.0 85.9156731124 0.0 0.0 0.0 -531.661563627 -0.0 -51.5600823385 0.0 0.0 0.0
-0.062 79.0245070216 0.0 -5.211173547 0.0 0.0 0.0 31.8385886289 0.0 85.9661701517 0.0 0.0 0.0 -532.323163198 -0.0 -51.0093048887 0.0 0.0 0.0
-0.063 78.9926007242 0.0 -5.29707773497 0.0 0.0 0.0 32.3703463292 0.0 86.0176917221 0.0 0.0 0.0 -532.992621119 -0.0 -50.4542882983 0.0 0.0 0.0
-0.064 78.9597663289 0.0 -5.38320893044 0.0 0.0 0.0 32.9045738711 0.0 86.0670787283 0.0 0.0 0.0 -533.659978402 -0.0 -49.8990067485 0.0 0.0 0.0
-0.065 78.9267915765 0.0 -5.46921189243 0.0 0.0 0.0 33.437666286 0.0 86.1174897356 0.0 0.0 0.0 -534.335181606 -0.0 -49.3393956302 0.0 0.0 0.0
-0.066 78.8928909963 0.0 -5.55544390991 0.0 0.0 0.0 33.9732442343 0.0 86.1657575195 0.0 0.0 0.0 -535.00830885 -0.0 -48.7795214313 0.0 0.0 0.0
-0.067 78.858845088 0.0 -5.64154340747 0.0 0.0 0.0 34.5076829037 0.0 86.2150487785 0.0 0.0 0.0 -535.689268938 -0.0 -48.2152265766 0.0 0.0 0.0
-0.068 78.8238756305 0.0 -5.72787400747 0.0 0.0 0.0 35.0446227722 0.0 86.2621879727 0.0 0.0 0.0 -536.368178731 -0.0 -47.6506702417 0.0 0.0 0.0
-0.069 78.7887558425 0.0 -5.81406778341 0.0 0.0 0.0 35.5804192612 0.0 86.310350119 0.0 0.0 0.0 -537.054907629 -0.0 -47.0816014832 0.0 0.0 0.0
-0.07 78.752714792 0.0 -5.90049470771 0.0 0.0 0.0 36.1187325875 0.0 86.3563511756 0.0 0.0 0.0 -537.7396129 -0.0 -46.5122725458 0.0 0.0 0.0
-0.071 78.7165183773 0.0 -5.98678048576 0.0 0.0 0.0 36.655898487 0.0 86.4033746641 0.0 0.0 0.0 -538.432122868 -0.0 -45.9383387167 0.0 0.0 0.0
-0.072 78.679402995 0.0 -6.07330145703 0.0 0.0 0.0 37.1955968332 0.0 86.4482278531 0.0 0.0 0.0 -539.122636894 -0.0 -45.3641456905 0.0 0.0 0.0
-0.073 78.6421271836 0.0 -6.15967694147 0.0 0.0 0.0 37.7341437608 0.0 86.4941029555 0.0 0.0 0.0 -539.820940529 -0.0 -44.7852545856 0.0 0.0 0.0
-0.074 78.6039347075 0.0 -6.24628966295 0.0 0.0 0.0 38.2752387142 0.0 86.5377983622 0.0 0.0 0.0 -540.517276941 -0.0 -44.2061049265 0.0 0.0 0.0
-0.075 78.5655767062 0.0 -6.33275253819 0.0 0.0 0.0 38.8151783146 0.0 86.5825151653 0.0 0.0 0.0 -541.221387183 -0.0 -43.6221632641 0.0 0.0 0.0
-0.076 78.5263043509 0.0 -6.41945469328 0.0 0.0 0.0 39.3576814886 0.0 86.6250426888 0.0 0.0 0.0 -541.923559972 -0.0 -43.0379633326 0.0 0.0 0.0
-0.077 78.4868613432 0.0 -6.50600262357 0.0 0.0 0.0 39.8990254346 0.0 86.668591092 0.0 0.0 0.0 -542.633490111 -0.0 -42.4488767184 0.0 0.0 0.0
-0.078 78.4465063 0.0 -6.59279187546 0.0 0.0 0.0 40.4429484688 0.0 86.7099404422 0.0 0.0 0.0 -543.341513634 -0.0 -41.859531743 0.0 0.0 0.0
-0.079 78.4059754463 0.0 -6.67942250446 0.0 0.0 0.0 40.9857084618 0.0 86.7523101555 0.0 0.0 0.0 -544.057277313 -0.0 -41.2652046329 0.0 0.0 0.0
-0.08 78.3645348831 0.0 -6.76629649577 0.0 0.0 0.0 41.5310630235 0.0 86.7924708515 0.0 0.0 0.0 -544.771166298 -0.0 -40.670618674 0.0 0.0 0.0
-0.081 78.3229133203 0.0 -6.85300744616 0.0 0.0 0.0 42.0752507944 0.0 86.8336513928 0.0 0.0 0.0 -545.492777521 -0.0 -40.0709543388 0.0 0.0 0.0
-0.082 78.2803843815 0.0 -6.93996379856 0.0 0.0 0.0 42.6220485785 0.0 86.8726127601 0.0 0.0 0.0 -546.212547075 -0.0 -39.471030252 0.0 0.0 0.0
-0.083 78.2376692231 0.0 -7.02675267168 0.0 0.0 0.0 43.1676758886 0.0 86.9125934533 0.0 0.0 0.0 -546.940020212 -0.0 -38.8659307407 0.0 0.0 0.0
-0.084 78.1940490297 0.0 -7.11378898546 0.0 0.0 0.0 43.7159286189 0.0 86.9503446216 0.0 0.0 0.0 -547.665685823 -0.0 -38.2605701411 0.0 0.0 0.0
-0.085 78.1502373659 0.0 -7.20065336092 0.0 0.0 0.0 44.2630072602 0.0 86.9891145936 0.0 0.0 0.0 -548.399035617 -0.0 -37.6499362453 0.0 0.0 0.0
-0.086 78.1055230152 0.0 -7.28776721465 0.0 0.0 0.0 44.8127266902 0.0 87.0256444941 0.0 0.0 0.0 -549.130613163 -0.0 -37.0390394705 0.0 0.0 0.0
-0.087 78.0606119125 0.0 -7.37470464991 0.0 0.0 0.0 45.3612684866 0.0 87.0631926725 0.0 0.0 0.0 -549.869854733 -0.0 -36.4227706872 0.0 0.0 0.0
-0.088 78.0148004782 0.0 -7.4618936 0.0 0.0 0.0 45.9124663996 0.0 87.0984900355 0.0 0.0 0.0 -550.607360489 -0.0 -35.8062367611 0.0 0.0 0.0
-0.089 77.9687869797 0.0 -7.54890162998 0.0 0.0 0.0 46.4624832075 0.0 87.1348051461 0.0 0.0 0.0 -551.352509338 -0.0 -35.1842312562 0.0 0.0 0.0
-0.09 77.9218755118 0.0 -7.63616321029 0.0 0.0 0.0 47.0151714183 0.0 87.168858498 0.0 0.0 0.0 -552.095959978 -0.0 -34.5619578509 0.0 0.0 0.0
-0.091 77.8747566368 0.0 -7.72323934698 0.0 0.0 0.0 47.5666751275 0.0 87.2039290618 0.0 0.0 0.0 -552.847031998 -0.0 -33.9341124215 0.0 0.0 0.0
-0.092 77.8267421616 0.0 -7.81057106841 0.0 0.0 0.0 48.1208654823 0.0 87.2367267228 0.0 0.0 0.0 -553.596444604 -0.0 -33.3059958197 0.0 0.0 0.0
-0.093 77.7785149059 0.0 -7.89771280042 0.0 0.0 0.0 48.6738680167 0.0 87.2705410534 0.0 0.0 0.0 -554.353456083 -0.0 -32.6722058561 0.0 0.0 0.0
-0.094 77.7293944255 0.0 -7.98511215052 0.0 0.0 0.0 49.2295723945 0.0 87.3020711346 0.0 0.0 0.0 -555.108848148 -0.0 -32.0381409127 0.0 0.0 0.0
-0.095 77.6800557611 0.0 -8.07231694269 0.0 0.0 0.0 49.784085713 0.0 87.3346173352 0.0 0.0 0.0 -555.871815774 -0.0 -31.3983003593 0.0 0.0 0.0
-0.096 77.6298262541 0.0 -8.15978138519 0.0 0.0 0.0 50.341316026 0.0 87.3648677353 0.0 0.0 0.0 -556.633205213 -0.0 -30.7581804614 0.0 0.0 0.0
-0.097 77.579373129 0.0 -8.24704667816 0.0 0.0 0.0 50.8973521234 0.0 87.3961336961 0.0 0.0 0.0 -557.402146079 -0.0 -30.1121817773 0.0 0.0 0.0
-0.098 77.5280315499 0.0 -8.33457365258 0.0 0.0 0.0 51.4561203182 0.0 87.4250920988 0.0 0.0 0.0 -558.169551228 -0.0 -29.4658988046 0.0 0.0 0.0
-0.099 77.4764608884 0.0 -8.42189686236 0.0 0.0 0.0 52.0136912259 0.0 87.4550654938 0.0 0.0 0.0 -558.944482841 -0.0 -28.8136329229 0.0 0.0 0.0
-0.1 77.4240041674 0.0 -8.50948378357 0.0 0.0 0.0 52.5740092839 0.0 87.4827193647 0.0 0.0 0.0 -559.717922469 -0.0 -28.1610772063 0.0 0.0 0.0
-0.101 77.3713128698 0.0 -8.59686230109 0.0 0.0 0.0 53.1331270708 0.0 87.5113876482 0.0 0.0 0.0 -560.498862752 -0.0 -27.5024334928 0.0 0.0 0.0
-0.102 77.3177379133 0.0 -8.68450655886 0.0 0.0 0.0 53.6950070094 0.0 87.5377242317 0.0 0.0 0.0 -561.278356063 -0.0 -26.8434937722 0.0 0.0 0.0
-0.103 77.2639228558 0.0 -8.77193774955 0.0 0.0 0.0 54.255683783 0.0 87.5650746357 0.0 0.0 0.0 -562.065323362 -0.0 -26.178359983 0.0 0.0 0.0
-0.104 77.2092265457 0.0 -8.85963670814 0.0 0.0 0.0 54.8191376561 0.0 87.5900809516 0.0 0.0 0.0 -562.850890001 -0.0 -25.5129233644 0.0 0.0 0.0
-0.105 77.1542845805 0.0 -8.94711791146 0.0 0.0 0.0 55.381385563 0.0 87.6161004824 0.0 0.0 0.0 -563.643903092 -0.0 -24.8411856023 0.0 0.0 0.0
-0.106 77.0984637746 0.0 -9.0348689091 0.0 0.0 0.0 55.9464254623 0.0 87.6397633228 0.0 0.0 0.0 -564.435563152 -0.0 -24.1691375136 0.0 0.0 0.0
-0.107 77.0423917296 0.0 -9.1223974381 0.0 0.0 0.0 56.5102566893 0.0 87.6644387575 0.0 0.0 0.0 -565.234641243 -0.0 -23.4906801838 0.0 0.0 0.0
-0.108 76.9854432612 0.0 -9.21019778662 0.0 0.0 0.0 57.0768947448 0.0 87.6867446832 0.0 0.0 0.0 -566.032415269 -0.0 -22.8119043295 0.0 0.0 0.0
-0.109 76.9282379401 0.0 -9.29777092747 0.0 0.0 0.0 57.6423215198 0.0 87.7100625661 0.0 0.0 0.0 -566.837578007 -0.0 -22.1266100937 0.0 0.0 0.0
-0.11 76.8701586182 0.0 -9.38561791175 0.0 0.0 0.0 58.2105699008 0.0 87.7309979034 0.0 0.0 0.0 -567.641487002 -0.0 -21.4409884086 0.0 0.0 0.0
-0.111 76.8118168003 0.0 -9.47323292328 0.0 0.0 0.0 58.7776044938 0.0 87.7529445429 0.0 0.0 0.0 -568.452754479 -0.0 -20.748738138 0.0 0.0 0.0
-0.112 76.7526034092 0.0 -9.56112380083 0.0 0.0 0.0 59.3474754097 0.0 87.7724953797 0.0 0.0 0.0 -569.262819907 -0.0 -20.0561507393 0.0 0.0 0.0
-0.113 76.6931218495 0.0 -9.64877791404 0.0 0.0 0.0 59.9161301336 0.0 87.7930568444 0.0 0.0 0.0 -570.080212662 -0.0 -19.3568234669 0.0 0.0 0.0
-0.114 76.6327711489 0.0 -9.73670991452 0.0 0.0 0.0 60.487635835 0.0 87.8112090266 0.0 0.0 0.0 -570.896456458 -0.0 -18.6571486056 0.0 0.0 0.0
-0.115 76.5721465778 0.0 -9.82440033209 0.0 0.0 0.0 61.0579230465 0.0 87.8303711416 0.0 0.0 0.0 -571.719995484 -0.0 -17.9506214764 0.0 0.0 0.0
-0.116 76.5106553028 0.0 -9.91237065681 0.0 0.0 0.0 61.631075826 0.0 87.8471102696 0.0 0.0 0.0 -572.542440053 -0.0 -17.2437354865 0.0 0.0 0.0
-0.117 76.4488844261 0.0 -10.0000945526 0.0 0.0 0.0 62.2030079266 0.0 87.8648586126 0.0 0.0 0.0 -573.372146801 -0.0 -16.529883707 0.0 0.0 0.0
-0.118 76.386249287 0.0 -10.088100374 0.0 0.0 0.0 62.7778201196 0.0 87.880170037 0.0 0.0 0.0 -574.200815026 -0.0 -15.8156609544 0.0 0.0 0.0
-0.119 76.3233287859 0.0 -10.1758548927 0.0 0.0 0.0 63.3514095567 0.0 87.8964899345 0.0 0.0 0.0 -575.036711408 -0.0 -15.0943577403 0.0 0.0 0.0
-0.12 76.2595464678 0.0 -10.2638933539 0.0 0.0 0.0 63.9278935424 0.0 87.9103587524 0.0 0.0 0.0 -575.871626653 -0.0 -14.3726705693 0.0 0.0 0.0
-0.121 76.1954729988 0.0 -10.3516756102 0.0 0.0 0.0 64.50315281 0.0 87.9252352757 0.0 0.0 0.0 -576.713735049 -0.0 -13.643787092 0.0 0.0 0.0
-0.122 76.1305401622 0.0 -10.4397438245 0.0 0.0 0.0 65.0813210125 0.0 87.9376463266 0.0 0.0 0.0 -577.554921162 -0.0 -12.9145057712 0.0 0.0 0.0
-0.123 76.0653103568 0.0 -10.5275509029 0.0 0.0 0.0 65.6582626523 0.0 87.9510642872 0.0 0.0 0.0 -578.40326442 -0.0 -12.1779111024 0.0 0.0 0.0
-0.124 75.9992236369 0.0 -10.615645953 0.0 0.0 0.0 66.2381275414 0.0 87.9620021488 0.0 0.0 0.0 -579.250745739 -0.0 -11.4409037683 0.0 0.0 0.0
-0.125 75.9328341017 0.0 -10.7034749072 0.0 0.0 0.0 66.8167641438 0.0 87.9739460947 0.0 0.0 0.0 -580.10534718 -0.0 -10.6964648238 0.0 0.0 0.0
-0.126 75.8655901086 0.0 -10.7915938452 0.0 0.0 0.0 67.3983382357 0.0 87.9833950785 0.0 0.0 0.0 -580.959148536 -0.0 -9.9515974232 0.0 0.0 0.0
-0.127 75.7980374252 0.0 -10.8794416973 0.0 0.0 0.0 67.9786824409 0.0 87.9938492896 0.0 0.0 0.0 -581.820031957 -0.0 -9.19917890433 0.0 0.0 0.0
-0.128 75.7296327437 0.0 -10.9675815438 0.0 0.0 0.0 68.5619782996 0.0 88.0017934363 0.0 0.0 0.0 -582.680178676 -0.0 -8.44631513518 0.0 0.0 0.0
-0.129 75.6609134686 0.0 -11.0554452842 0.0 0.0 0.0 69.1440427982 0.0 88.0107419198 0.0 0.0 0.0 -583.547368352 -0.0 -7.68577946895 0.0 0.0 0.0
-0.13 75.5913446582 0.0 -11.1436030276 0.0 0.0 0.0 69.7290730363 0.0 88.0171649952 0.0 0.0 0.0 -584.413886258 -0.0 -6.92478071926 0.0 0.0 0.0
-0.131 75.5214553226 0.0 -11.2314796142 0.0 0.0 0.0 70.3128705707 0.0 88.0245914813 0.0 0.0 0.0 -585.287406946 -0.0 -6.15598799679 0.0 0.0 0.0
-0.132 75.450718917 0.0 -11.3196522106 0.0 0.0 0.0 70.8996478502 0.0 88.0294769712 0.0 0.0 0.0 -586.160322362 -0.0 -5.38671328195 0.0 0.0 0.0
-0.133 75.3796560269 0.0 -11.4075385681 0.0 0.0 0.0 71.4851912155 0.0 88.0353649079 0.0 0.0 0.0 -587.040199302 -0.0 -4.60952119501 0.0 0.0 0.0
-0.134 75.3077485346 0.0 -11.4957229404 0.0 0.0 0.0 72.0737282488 0.0 88.0386960136 0.0 0.0 0.0 -587.919539054 -0.0 -3.83182709325 0.0 0.0 0.0
-0.135 75.2355085704 0.0 -11.5836159601 0.0 0.0 0.0 72.6610302936 0.0 88.043028562 0.0 0.0 0.0 -588.805797969 -0.0 -3.04609086907 0.0 0.0 0.0
-0.136 75.162426474 0.0 -11.6718089975 0.0 0.0 0.0 73.2513398448 0.0 88.0447881954 0.0 0.0 0.0 -589.691589386 -0.0 -2.25983145508 0.0 0.0 0.0
-0.137 75.0890058907 0.0 -11.7597055365 0.0 0.0 0.0 73.8404134723 0.0 88.0475482249 0.0 0.0 0.0 -590.584256483 -0.0 -1.46540378922 0.0 0.0 0.0
-0.138 75.014745647 0.0 -11.847904094 0.0 0.0 0.0 74.4325083578 0.0 88.0477190029 0.0 0.0 0.0 -591.476527399 -0.0 -0.670430565812 0.0 0.0 0.0
