#Initial conditions:
#x =  80 (kpc), y =  0 (kpc), z =  0 (kpc), vx =  0 (km/s), vy =  0 (km/s), vz =  80 (km/s),
#positions, velocities and accelerations are relative to a (0,0,0) point
# t(Gyrs), x_sat(kpc), y_sat(Kpc), z_sat(Kpc), x_mw(Kpc), y_mw(Kpc), z_mw(Kpc), vx_sat(Kpc/Gyr), vy_sat(Kpc/Gyr), vz_sat(Kpc/Gyr), vx_mw(Kpc/Gyr), vy_mw(Kpc/Gyr), vz_mw(Kpc/Gyr), ax_sat(Kpc/Gyr2), ay_sat(kpc/Gyrs2), az_sat(Kpc/Gyr2), axmw(Kpc/Gyr2), aymw(Kpc/Gyr2), azmw(Kpc/Gyr2)
-0.015 79.944073028 0.0 -1.23616099175 0.0058278760409 0.0 -2.99169617348e-05 7.50967383046 0.0 82.9933910772 -0.780655490216 0.0 0.00599375690009 -504.941564165 -0.0 -74.8662245553 52.0785086279 -0.0 -0.805319940675
-0.016 79.9360741414 0.0 -1.31924313702 0.00666061789956 0.0 -3.59177987199e-05 8.0157699553 0.0 83.0672655809 -0.832732997914 0.0 0.00685230643792 -505.530872244 -0.0 -74.3912610003 52.0860506959 -0.0 -0.859662182791
-0.017 79.9280414881 0.0 -1.40229552291 0.00749334203673 0.0 -4.36215746106e-05 8.52073557495 0.0 83.1421735992 -0.884827591607 0.0 0.00771308126567 -506.129106326 -0.0 -73.9142912198 52.093479608 -0.0 -0.914010007714
-0.018 79.9190326703 0.0 -1.48552748422 0.00843027308277 0.0 -5.13439612512e-05 9.02802816795 0.0 83.2150941634 -0.93691995713 0.0 0.00868032645335 -506.724750036 -0.0 -73.4371274609 52.1019616659 -0.0 -0.968535070362
-0.019 79.9099854318 0.0 -1.56872571124 0.00936718195099 0.0 -6.09822275173e-05 9.53418507502 0.0 83.2890478541 -0.989031514939 0.0 0.00965015140639 -507.329320544 -0.0 -72.9577036319 52.11033569 -0.0 -1.02306649691
-0.02 79.8999643001 0.0 -1.65210557993 0.0104083361126 0.0 -7.0644264064e-05 10.042686809 0.0 83.3610095706 -1.04114062851 0.0 0.0107264594472 -507.93130696 -0.0 -72.4779577811 52.1197597803 -0.0 -1.07778373476
-0.021 79.8899000582 0.0 -1.73544773038 0.011449463208 0.0 -8.24351464117e-05 10.5500476889 0.0 83.4340037697 -1.0932710345 0.0 0.0118057188759 -508.542219717 -0.0 -71.9957613075 52.1290810636 -0.0 -1.13250817306
-0.022 79.8788642048 0.0 -1.81897358747 0.0125948781816 0.0 -9.42557018158e-05 11.0597712485 0.0 83.5050010932 -1.14539879064 0.0 0.0129914757933 -509.150554796 -0.0 -71.5131637575 52.1394493903 -0.0 -1.18742702852
-0.023 79.8677805157 0.0 -1.90245773256 0.0137402607893 0.0 -0.000108418097998 11.5683487985 0.0 83.5770300972 -1.19754993328 0.0 0.014180572933 -509.767814801 -0.0 -71.0279619798 52.1497202427 -0.0 -1.24235397779
-0.024 79.8557275072 0.0 -1.98612764766 0.0149899780482 0.0 -0.000122616847682 12.0793068781 0.0 83.6470570172 -1.24969823112 0.0 0.0154761837489 -510.38250393 -0.0 -70.5423092317 52.1610351716 -0.0 -1.29748398461
-0.025 79.8436219019 0.0 -2.0697518466 0.0162396572515 0.0 -0.000139370465496 12.5891138064 0.0 83.7181147157 -1.30187200362 0.0 0.0167755409022 -511.006115783 -0.0 -70.0539208025 52.172258066 -0.0 -1.35262303692
-0.026 79.8305492796 0.0 -2.15356387709 0.0175937220555 0.0 -0.000156167929486 13.1013191096 0.0 83.7871648588 -1.35404274725 0.0 0.0181814298227 -511.627164103 -0.0 -69.5650493806 52.1845221256 -0.0 -1.40797382404
-0.027 79.8174192637 0.0 -2.23732617632 0.018947742746 0.0 -0.000175733325141 13.6123681346 0.0 83.8572448144 -1.40624104787 0.0 0.0195914885503 -512.257132258 -0.0 -69.0733244341 52.1966996987 -0.0 -1.4633346683
-0.028 79.8033245433 0.0 -2.32127836672 0.0204062041512 0.0 -0.000195350906587 14.1258333742 0.0 83.9253115077 -1.45843614665 0.0 0.0211080991593 -512.884544871 -0.0 -68.5810957295 52.2099155806 -0.0 -1.51891596389
-0.029 79.789167597 0.0 -2.40517679933 0.0218646150393 0.0 -0.00021794952346 14.6381372243 0.0 83.9944070059 -1.51066087904 0.0 0.022629320478 -513.520873804 -0.0 -68.085904189 52.2230506336 -0.0 -1.57450838991
-0.03 79.7740482688 0.0 -2.48926718073 0.0234275259093 0.0 -0.000240609547543 15.1528751218 0.0 84.061483316 -1.56288224792 0.0 0.0242571159391 -514.154655907 -0.0 -67.5901953897 52.2372211935 -0.0 -1.63033002558
-0.031 79.7588618467 0.0 -2.57329976596 0.0249903795352 0.0 -0.000266463755338 15.6664465362 0.0 84.1295873967 -1.61513532142 0.0 0.0258899805292 -514.797350226 -0.0 -67.0914198665 52.2513166929 -0.0 -1.68616392834
-0.032 79.7427153758 0.0 -2.65752635553 0.0266577965521 0.0 -0.000292389508601 16.1824698222 0.0 84.1956661558 -1.66738488131 0.0 0.0276294437958 -515.437507198 -0.0 -66.5921183699 52.2664449514 -0.0 -1.74223584338
-0.033 79.7264969071 0.0 -2.74169109828 0.0283251492978 0.0 -0.00032172264293 16.6973215506 0.0 84.2627716334 -1.71966821133 0.0 0.029374452216 -516.086571712 -0.0 -66.0896497278 52.2815040296 -0.0 -1.79832122742
-0.034 79.7093207327 0.0 -2.82605189879 0.0300971329748 0.0 -0.000351138413033 17.2146429656 0.0 84.3278454552 -1.77194788936 0.0 0.0312260862506 -516.733109179 -0.0 -65.5866496027 52.2975931726 -0.0 -1.85465347324
-0.035 79.6920676211 0.0 -2.91034678919 0.0318690450765 0.0 -0.000384174815431 17.7307877689 0.0 84.3939449326 -1.82426339767 0.0 0.0330837591625 -517.388548956 -0.0 -65.0803841119 52.3136191294 -0.0 -1.91100045707
-0.036 79.6738591571 0.0 -2.99483978866 0.0337456597701 0.0 -0.000417305931358 18.2494200636 0.0 84.4580062235 -1.87657512762 0.0 0.0350480871648 -518.041472837 -0.0 -64.5735837989 52.3306725095 -0.0 -1.96760320167
-0.037 79.655568781 0.0 -3.07926280163 0.0356221953318 0.0 -0.000454270989761 18.7668707146 0.0 84.5230921002 -1.92892474269 0.0 0.0370189655658 -518.703293243 -0.0 -64.0634212629 52.3476688121 -0.0 -2.02422202236
-0.038 79.6363254157 0.0 -3.16388597286 0.0376035092555 0.0 -0.00049134386249 19.28682665 0.0 84.586133066 -1.98127046525 0.0 0.0390965312095 -519.36260978 -0.0 -63.5527220426 52.3656899496 -0.0 -2.081105555
-0.039 79.6169951277 0.0 -3.24843506776 0.0395847362623 0.0 -0.00053246405218 19.8055959341 0.0 84.6501975443 -2.03365612259 0.0 0.0411811766758 -520.030816506 -0.0 -63.0385645359 52.3836602344 -0.0 -2.13800657285
-0.04 79.5967142238 0.0 -3.33318636795 0.0416708215007 0.0 -0.000573706215841 20.3268882831 0.0 84.7122101951 -2.08603778572 0.0 0.0433725443552 -520.696532298 -0.0 -62.5238694851 52.4026528177 -0.0 -2.19518130869
-0.041 79.5763413511 0.0 -3.41785948815 0.0437568118337 0.0 -0.00061920914089 20.8469889987 0.0 84.7752452833 -2.13846142822 0.0 0.0455715392932 -521.371131387 -0.0 -62.0056204832 52.4216008911 -0.0 -2.25237501199
-0.042 79.5550202458 0.0 -3.50273685852 0.0459477443571 0.0 -0.000664849294428 21.3696305458 0.0 84.836221436 -2.1908809875 0.0 0.0478772943792 -522.043253406 -0.0 -61.4868337463 52.4415687783 -0.0 -2.30985149694
-0.043 79.5336020901 0.0 -3.58753193103 0.0481385738087 0.0 -0.000714963729648 21.8910755056 0.0 84.8982189508 -2.24334456578 0.0 0.0501912422871 -522.724251272 -0.0 -60.9643975121 52.4614986177 -0.0 -2.36734850686
-0.044 79.5112380948 0.0 -3.67253329642 0.0504344334887 0.0 -0.000765231779002 22.4150790484 0.0 84.958150231 -2.29580398473 0.0 0.0526119913929 -523.402786886 -0.0 -60.4414237825 52.4824458376 -0.0 -2.42513742249
-0.045 79.488771932 0.0 -3.75744823149 0.0527301817782 0.0 -0.000820187712434 22.9378810793 0.0 85.0191017983 -2.34830945746 0.0 0.055041517132 -524.090190332 -0.0 -59.9147049244 52.5033615926 -0.0 -2.48294849801
