     pmw          pmn          x          y          z          vx          vy          vz
     -1.8949      0.1970     -1.2646    -39.9307    -27.0739    -46.5306   -217.7299    208.2358
     -1.9220      0.3306     -1.2588    -39.9633    -27.0959    -78.3356   -219.5773    210.5301
     -1.9216      0.2122     -1.8571    -36.5630    -24.7905    -41.5130   -204.1611    179.9972
     -1.9603      0.1870     -0.6108    -43.6466    -29.5933    -55.3466   -247.8726    256.2558
     -1.8834      0.2024     -1.3097    -39.6743    -26.9000    -47.5565   -210.5086    206.4385
     -1.9248      0.2052     -0.7492    -42.8600    -29.0600    -56.9850   -237.3620    241.5989
     -1.8913      0.3033     -0.6785    -43.2615    -29.3322    -81.1167   -236.5989    233.8471
     -1.8872      0.1296     -1.2603    -39.9549    -27.0902    -30.5886   -218.7699    207.9191
     -1.9217      0.2152     -1.5111    -38.5296    -26.1239    -49.1955   -204.9598    205.2825
     -1.9375      0.2365     -1.1079    -40.8210    -27.6775    -59.4552   -227.1212    224.1852
     -1.9124      0.2496     -0.8018    -42.5609    -28.8572    -66.2871   -236.2885    233.1676
     -1.8943      0.1903     -1.1711    -40.4620    -27.4341    -46.3300   -220.4748    213.3273
     -1.9163      0.1867     -1.0994    -40.8696    -27.7104    -47.6792   -222.4736    223.6236
     -1.9119      0.2850     -1.2994    -39.7330    -26.9398    -67.1421   -215.6094    208.9146
     -1.9242      0.2110     -0.6527    -43.4085    -29.4319    -58.8876   -245.7525    242.7487
     -1.8857      0.2604     -1.2478    -40.0261    -27.1385    -61.4285   -215.1564    206.5795
     -1.9210      0.2725     -1.5092    -38.5404    -26.1312    -60.4068   -213.3262    197.7285
     -1.9374      0.2440     -0.3054    -45.3823    -30.7702    -72.8806   -260.1416    261.9604
     -1.8664      0.2404     -1.2106    -40.2376    -27.2819    -56.5796   -215.6316    204.2464
     -1.9187      0.2020     -1.0158    -41.3444    -28.0324    -51.9364   -228.9930    225.6227
     -1.9069      0.2231     -1.3785    -39.2833    -26.6349    -51.7064   -212.2399    205.9658
     -1.9291      0.1784     -1.3350    -39.5304    -26.8024    -42.6564   -217.4276    213.2257
     -1.9264      0.2816     -1.9890    -35.8130    -24.2820    -55.4748   -191.6721    177.7193
     -1.9693      0.2679     -1.6907    -37.5089    -25.4318    -57.4876   -213.8793    196.5490
     -1.9492      0.2035     -0.8726    -42.1584    -28.5843    -54.8545   -240.0997    237.6786
     -1.8984      0.2270     -1.1786    -40.4194    -27.4052    -55.2574   -218.4828    214.0621
     -1.9167      0.2908     -1.0231    -41.3033    -28.0045    -72.7856   -228.7812    221.6467
     -1.9073      0.2388     -0.3057    -45.3809    -30.7692    -70.4277   -256.6278    255.0420
     -1.8664      0.2596     -0.9446    -41.7492    -28.3068    -65.1528   -225.0086    216.5259
     -1.9027      0.2418     -1.2063    -40.2618    -27.2984    -57.7805   -221.5449    210.6322
     -1.9184      0.1996     -0.7181    -43.0369    -29.1799    -55.4659   -239.8477    240.5367
     -1.8895      0.2699     -1.0333    -41.2450    -27.9650    -67.2260   -222.8113    217.8380
     -1.9079      0.1925     -0.5798    -43.8225    -29.7126    -54.9998   -244.9217    244.5011
     -1.8816      0.2471     -0.9676    -41.6185    -28.2182    -62.7492   -223.3871    220.7725
     -1.9040      0.1896     -1.3174    -39.6307    -26.8704    -44.4898   -216.3404    208.0251
     -1.9253      0.2056     -1.3847    -39.2481    -26.6110    -48.3215   -213.4590    210.2565
     -1.9295      0.2391     -1.3315    -39.5501    -26.8158    -56.5589   -217.2997    211.7042
     -1.9262      0.2515     -1.1625    -40.5108    -27.4672    -61.5177   -225.1863    217.6928
     -1.9157      0.2789     -0.9818    -41.5379    -28.1636    -70.3812   -231.4494    223.0278
     -1.9049      0.2309     -1.3882    -39.2280    -26.5974    -52.4513   -216.2598    201.7152
     -1.9297      0.2142     -0.4190    -44.7365    -30.3323    -63.7402   -251.9547    257.6661
     -1.8726      0.2838     -1.6145    -37.9419    -25.7254    -60.3813   -200.8114    185.2817
     -1.9442      0.2130     -0.5527    -43.9765    -29.8170    -61.4100   -252.2708    251.8657
     -1.8801      0.2043     -1.4571    -38.8364    -26.3319    -45.6071   -206.3762    197.4764
     -1.9341      0.2123     -0.9169    -41.9070    -28.4138    -56.5747   -232.7285    234.6166
     -1.9010      0.2094     -1.3807    -39.2709    -26.6265    -48.3505   -211.8436    204.9146
     -1.9292      0.2934     -1.0675    -41.0506    -27.8331    -73.1693   -227.8485    222.4576
     -1.9100      0.2100     -1.2585    -39.9652    -27.0972    -49.6115   -222.2336    209.3832
     -1.9216      0.2803     -1.5503    -38.3070    -25.9729    -61.9634   -209.0234    197.5171
     -1.9400      0.1726     -1.2208    -40.1796    -27.2426    -42.5435   -226.3616    219.0098
     -1.9193      0.2033     -0.7380    -42.9236    -29.1031    -56.8272   -235.2086    242.3278
     -1.8906      0.1993     -1.1707    -40.4641    -27.4355    -48.7782   -217.3702    214.1259
     -1.9162      0.2993     -1.0627    -41.0781    -27.8518    -74.3760   -225.7363    220.3446
     -1.9097      0.2482     -1.0638    -41.0717    -27.8474    -61.1980   -230.0770    217.1781
     -1.9098      0.2227     -0.8546    -42.2611    -28.6539    -58.8034   -234.3414    230.7251
     -1.8974      0.2640     -1.3204    -39.6137    -26.8589    -61.2920   -214.8091    204.5866
     -1.9255      0.2348     -1.0603    -41.0920    -27.8612    -58.9333   -230.0974    222.3802
     -1.9096      0.2514     -1.0888    -40.9299    -27.7513    -62.2350   -225.3841    218.3587
     -1.9113      0.2369     -1.4602    -38.8190    -26.3201    -53.1605   -212.9231    200.1797
     -1.9343      0.2844     -0.8355    -42.3695    -28.7274    -74.7777   -238.5910    234.3169
     -1.8963      0.2178     -1.5110    -38.5298    -26.1240    -47.4957   -210.8880    194.3650
     -1.9375      0.2657     -0.9020    -41.9913    -28.4710    -69.4846   -235.2274    233.2007
     -1.9002      0.1851     -0.3501    -45.1282    -30.5979    -56.0185   -251.7233    254.8154
     -1.8689      0.1598     -1.0033    -41.4159    -28.0809    -41.3491   -218.8308    220.5648
     -1.9061      0.2003     -1.0590    -41.0990    -27.8660    -51.4359   -220.9317    224.3386
     -1.9095      0.2798     -1.0418    -41.1968    -27.9323    -69.9774   -225.3975    220.8488
     -1.9084      0.2160     -1.0619    -41.0827    -27.8550    -53.8865   -228.4287    219.1687
     -1.9097      0.2355     -1.2174    -40.1990    -27.2558    -56.8019   -219.4230    213.4143
     -1.9191      0.2192     -0.9341    -41.8089    -28.3473    -57.2147   -231.9493    229.2594
     -1.9020      0.2114     -1.4567    -38.8386    -26.3334    -47.6860   -209.6591    200.9742
     -1.9340      0.2617     -0.6164    -43.6147    -29.5717    -73.0316   -244.8274    247.2716
     -1.8837      0.1709     -1.2454    -40.0394    -27.1476    -40.5016   -216.8744    207.9618
     -1.9208      0.2614     -0.5995    -43.7105    -29.6367    -73.2600   -241.1390    247.0352
     -1.8827      0.2777     -0.6426    -43.4658    -29.4707    -74.5647   -239.6495    232.7502
     -1.8852      0.2025     -0.4099    -44.7882    -30.3673    -59.0598   -248.2965    247.4045
     -1.8721      0.1949     -0.6990    -43.1452    -29.2533    -53.6245   -231.5519    233.8925
     -1.8884      0.2580     -1.1333    -40.6767    -27.5797    -62.8940   -218.6390    213.4270
     -1.9140      0.3131     -0.8766    -42.1359    -28.5691    -80.1821   -235.8613    226.1503
     -1.8987      0.1823     -1.0612    -41.0863    -27.8574    -45.4004   -228.6663    217.4010
     -1.9096      0.1143     -0.6351    -43.5087    -29.4998    -35.8552   -236.9613    249.0945
     -1.8847      0.1478     -0.7742    -42.7178    -28.9636    -42.4484   -224.8423    238.3434
     -1.8927      0.1952     -0.7027    -43.1240    -29.2389    -54.8297   -231.1259    240.0512
     -1.8886      0.2388     -1.5490    -38.3139    -25.9776    -52.2409   -203.5255    193.8530
     -1.9400      0.1945     -1.1923    -40.3413    -27.3523    -48.3518   -225.2132    221.1977
     -1.9176      0.2407     -1.5338    -38.4006    -26.0364    -53.6412   -207.7278    199.7889
     -1.9390      0.1785     -1.1000    -40.8662    -27.7081    -45.8626   -228.3928    226.2865
     -1.9119      0.1740     -1.2650    -39.9285    -27.0724    -42.5929   -215.0366    215.5074
     -1.9220      0.2317     -1.3768    -39.2928    -26.6414    -54.3513   -212.7187    209.6163
     -1.9290      0.2869     -1.2300    -40.1270    -27.2070    -68.6991   -223.0827    213.6874
     -1.9199      0.1971     -1.2263    -40.1483    -27.2214    -47.4420   -224.1700    213.6501
     -1.9196      0.2419     -1.4152    -39.0744    -26.4932    -55.7306   -212.4877    205.9265
     -1.9314      0.2466     -0.9494    -41.7222    -28.2886    -63.7766   -233.8189    229.4835
     -1.9029      0.2478     -1.0585    -41.1023    -27.8682    -61.5510   -226.2355    218.2667
     -1.9094      0.1875     -1.0003    -41.4325    -28.0921    -48.4100   -228.5443    224.9222
     -1.9060      0.2102     -0.8503    -42.2855    -28.6705    -56.3830   -230.2242    233.1546
     -1.8971      0.2670     -1.5307    -38.4182    -26.0484    -58.7497   -206.4786    194.5819
     -1.9388      0.2481     -0.9637    -41.6407    -28.2332    -63.8693   -235.8077    229.1308
     -1.9038      0.2711     -1.5911    -38.0750    -25.8156    -58.4611   -207.4275    191.1272
     -1.9427      0.2347     -1.1215    -40.7437    -27.6251    -58.3796   -230.5929    222.3278
     -1.9132      0.1845     -1.4426    -38.9186    -26.3876    -42.0643   -212.2076    204.1786
     -1.9332      0.1914     -0.9079    -41.9578    -28.4483    -51.8991   -231.4929    236.5806
     -1.9005      0.3042     -1.0451    -41.1781    -27.9196    -75.4671   -223.8337    218.2735
     -1.9086      0.3120     -1.4501    -38.8764    -26.3590    -69.3113   -216.9558    195.0847
     -1.9336      0.2816     -0.9617    -41.6523    -28.2411    -71.2225   -238.2567    224.9882
     -1.9037      0.1825     -1.2458    -40.0374    -27.1462    -43.4709   -220.8275    210.4317
     -1.9208      0.2233     -1.7431    -37.2107    -25.2296    -47.0117   -199.5980    191.0719
     -1.9526      0.1742     -0.7255    -42.9949    -29.1514    -50.3203   -243.0185    248.9529
     -1.8899      0.2368     -1.5563    -38.2728    -25.9498    -51.9566   -202.1636    194.6541
     -1.9404      0.1003     -0.9063    -41.9670    -28.4545    -29.8219   -234.4854    239.9372
     -1.9004      0.1275     -0.9913    -41.4838    -28.1268    -35.6418   -218.1600    232.0782
     -1.9054      0.2867     -1.4739    -38.7411    -26.2673    -65.0804   -204.9450    201.4118
     -1.9351      0.3135     -0.6251    -43.5652    -29.5381    -84.9986   -249.7984    241.7181
     -1.8842      0.2437     -1.5619    -38.2409    -25.9281    -51.7869   -209.5507    187.4948
     -1.9408      0.1917     -0.8227    -42.4421    -28.7766    -52.7371   -239.1878    240.0252
     -1.8955      0.2108     -0.6827    -43.2381    -29.3163    -58.5471   -235.0494    239.1644
     -1.8874      0.1527     -0.4979    -44.2884    -30.0285    -46.0896   -240.8618    248.4987
     -1.8770      0.2746     -0.8163    -42.4784    -28.8012    -71.9537   -226.1603    227.6402
     -1.8951      0.2116     -1.0434    -41.1879    -27.9263    -52.7983   -226.9197    217.9122
     -1.9085      0.1927     -0.4067    -44.8065    -30.3797    -58.0154   -247.8381    255.5839
     -1.8720      0.2530     -0.9906    -41.4878    -28.1296    -63.5105   -221.3264    217.5100
     -1.9054      0.2435     -0.7086    -43.0910    -29.2166    -65.8511   -239.5712    235.9839
     -1.8889      0.1986     -1.2845    -39.8177    -26.9972    -46.6180   -215.4345    206.6113
     -1.9232      0.2058     -1.2994    -39.7326    -26.9396    -49.4235   -216.8437    213.7850
     -1.9242      0.2117     -0.8968    -42.0209    -28.4911    -56.4123   -232.1672    233.6377
     -1.8998      0.2075     -0.9769    -41.5660    -28.1826    -53.5599   -226.1935    224.8101
     -1.9046      0.2581     -1.3745    -39.3057    -26.6501    -59.4651   -212.8263    204.0973
     -1.9289      0.2392     -1.1064    -40.8295    -27.6833    -59.4141   -228.5708    220.7698
     -1.9123      0.2219     -0.8965    -42.0226    -28.4922    -58.1929   -232.6363    229.5347
     -1.8998      0.2390     -1.6347    -37.8271    -25.6475    -51.0240   -203.4363    190.5685
     -1.9455      0.1888     -1.4475    -38.8912    -26.3691    -43.7447   -216.4881    209.4917
     -1.9335      0.2419     -0.8614    -42.2222    -28.6276    -64.6238   -234.1405    236.6291
     -1.8978      0.1930     -1.4769    -38.7241    -26.2557    -42.9895   -209.5116    199.0198
     -1.9353      0.1869     -1.2915    -39.7778    -26.9702    -45.6271   -218.1607    217.4486
     -1.9237      0.2097     -0.8527    -42.2719    -28.6612    -56.7451   -232.5653    236.6012
     -1.8973      0.3104     -1.0538    -41.1286    -27.8860    -76.4962   -224.2334    216.2252
     -1.9092      0.2979     -0.9063    -41.9669    -28.4545    -75.3550   -237.0148    222.2918
     -1.9004      0.2844     -0.7442    -42.8886    -29.0793    -74.6901   -240.7598    229.6104
     -1.8910      0.1840     -0.5766    -43.8409    -29.7250    -52.2643   -243.3257    240.9645
     -1.8814      0.2714     -1.0530    -41.1335    -27.8893    -67.2066   -220.1072    215.8858
     -1.9091      0.2190     -1.7552    -37.1420    -25.1830    -44.7098   -202.9172    185.0231
     -1.9534      0.2108     -1.3550    -39.4170    -26.7256    -50.3442   -220.0170    215.5808
     -1.9276      0.3628     -1.4936    -38.6291    -26.1913    -81.1745   -212.8752    198.1166
     -1.9364      0.2222     -0.4840    -44.3674    -30.0821    -63.6783   -258.4545    250.1423
     -1.8762      0.2520     -0.7844    -42.6600    -28.9244    -66.2423   -231.0055    227.2447
     -1.8933      0.1693     -0.9313    -41.8248    -28.3581    -44.4951   -228.8240    225.8082
     -1.9019      0.2322     -1.0027    -41.4189    -28.0829    -59.5024   -223.3464    224.5698
     -1.9061      0.2451     -1.4811    -38.7002    -26.2396    -54.7328   -210.4664    198.6438
     -1.9356      0.2260     -0.5568    -43.9533    -29.8013    -64.7616   -248.7605    250.8412
     -1.8803      0.2083     -0.8696    -42.1756    -28.5960    -54.5305   -228.1958    225.6475
     -1.8982      0.2345     -0.5384    -44.0582    -29.8724    -66.4403   -241.9348    245.1244
     -1.8793      0.2352     -0.6497    -43.4252    -29.4432    -64.1243   -236.7530    234.6739
     -1.8856      0.2614     -1.4855    -38.6752    -26.2226    -57.6782   -208.0476    193.9226
     -1.9359      0.1864     -1.3107    -39.6686    -26.8962    -44.5670   -221.5640    213.8574
     -1.9249      0.1978     -1.4587    -38.8272    -26.3257    -45.5809   -210.4204    206.8978
     -1.9342      0.1745     -1.0746    -41.0103    -27.8058    -45.5860   -226.0917    228.5327
     -1.9104      0.1252     -0.8764    -42.1368    -28.5696    -35.9196   -228.0425    236.9356
     -1.8986      0.2152     -1.1228    -40.7365    -27.6202    -54.1666   -215.7589    220.4878
     -1.9133      0.2498     -0.9965    -41.4546    -28.1071    -63.5989   -228.0778    224.5203
     -1.9057      0.1861     -0.6943    -43.1718    -29.2714    -52.0284   -239.1982    239.4297
     -1.8881      0.2642     -0.7320    -42.9575    -29.1261    -70.7600   -232.5879    233.0922
     -1.8903      0.2217     -1.2605    -39.9539    -27.0896    -52.0081   -217.9766    206.2672
     -1.9218      0.2149     -0.5951    -43.7361    -29.6540    -61.2798   -243.8223    247.5031
     -1.8825      0.2042     -1.7894    -36.9478    -25.0514    -41.0324   -194.9243    181.5167
     -1.9557      0.1951     -1.5046    -38.5665    -26.1489    -44.9877   -213.7024    209.5786
     -1.9371      0.1645     -0.5753    -43.8486    -29.7302    -49.7027   -244.5287    254.9995
     -1.8814      0.2367     -1.2418    -40.0602    -27.1617    -56.5006   -211.7575    208.8847
     -1.9206      0.2343     -0.9701    -41.6045    -28.2087    -60.3044   -231.1122    227.0575
     -1.9042      0.1829     -1.2613    -39.9491    -27.0863    -43.8578   -217.5426    211.6306
     -1.9218      0.2118     -1.3778    -39.2871    -26.6374    -49.7731   -212.9360    209.9777
     -1.9291      0.3417     -1.0323    -41.2510    -27.9690    -85.0615   -229.8643    222.0385
     -1.9079      0.1526     -1.0325    -41.2499    -27.9683    -38.7549   -232.2724    220.7376
     -1.9079      0.1458     -0.5487    -43.9993    -29.8324    -44.9447   -238.4878    252.8524
     -1.8799      0.2911     -1.1779    -40.4233    -27.4078    -70.0894   -213.4068    210.2153
     -1.9167      0.3245     -1.2237    -40.1627    -27.2312    -76.4600   -225.6405    207.7430
     -1.9195      0.2338     -0.8516    -42.2777    -28.6652    -61.0131   -240.4582    229.2597
     -1.8972      0.1961     -1.1252    -40.7228    -27.6109    -48.5255   -221.6534    216.5446
     -1.9135      0.2111     -1.3875    -39.2319    -26.6001    -49.1315   -212.2731    207.4528
     -1.9297      0.2945     -0.4906    -44.3296    -30.0564    -83.1786   -249.2369    251.1847
     -1.8766      0.1910     -1.4315    -38.9819    -26.4305    -42.0664   -211.4998    195.3651
     -1.9324      0.2101     -0.3351    -45.2135    -30.6557    -64.3961   -253.0269    264.2558
     -1.8680      0.2148     -0.6698    -43.3114    -29.3660    -58.7304   -232.7161    233.2923
     -1.8867      0.2159     -0.4013    -44.8371    -30.4005    -63.3061   -245.3003    250.0535
     -1.8717      0.2337     -0.7215    -43.0173    -29.1666    -62.6727   -231.9866    230.4405
     -1.8897      0.1531     -0.3127    -45.3412    -30.7423    -48.2668   -249.1745    257.2146
     -1.8668      0.2372     -0.7996    -42.5733    -28.8656    -62.8707   -224.8594    228.0308
     -1.8942      0.2449     -1.1756    -40.4366    -27.4168    -58.9625   -220.2339    211.3076
     -1.9165      0.2753     -0.8077    -42.5277    -28.8347    -72.4511   -237.4832    232.2379
     -1.8946      0.2274     -1.1155    -40.7779    -27.6483    -55.4187   -224.4964    213.5592
     -1.9129      0.2309     -0.7917    -42.6182    -28.8960    -62.0290   -235.9389    234.9440
     -1.8937      0.2157     -1.5122    -38.5232    -26.1195    -47.4981   -207.3394    196.0732
     -1.9376      0.2296     -0.9648    -41.6347    -28.2292    -59.9578   -232.3414    231.6953
     -1.9039      0.1972     -0.8644    -42.2055    -28.6162    -52.5834   -231.7351    230.9134
     -1.8979      0.2503     -1.0900    -40.9232    -27.7468    -62.0259   -221.5354    217.6180
     -1.9113      0.2918     -0.7097    -43.0844    -29.2121    -77.8634   -240.8487    235.1021
     -1.8890      0.2388     -0.6728    -43.2944    -29.3545    -64.3537   -240.7471    233.0740
     -1.8869      0.2145     -1.5259    -38.4453    -26.0667    -46.7907   -206.4273    193.8931
     -1.9385      0.2765     -0.2516    -45.6884    -30.9777    -82.7745   -259.3100    265.7009
     -1.8635      0.2136     -0.9576    -41.6756    -28.2569    -53.5633   -225.7857    215.7908
     -1.9034      0.2161     -1.4276    -39.0039    -26.4454    -49.2272   -210.6126    202.7071
     -1.9322      0.3268     -1.2316    -40.1180    -27.2008    -78.0415   -223.0122    213.1902
     -1.9200      0.2617     -1.8393    -36.6641    -24.8590    -52.0847   -204.9339    178.8845
     -1.9591      0.1521     -1.8275    -36.7311    -24.9044    -31.0296   -205.0435    192.9713
     -1.9583      0.2964     -0.9398    -41.7766    -28.3254    -77.4414   -233.2102    236.6951
     -1.9024      0.2679     -1.2383    -40.0803    -27.1753    -62.8404   -222.8377    206.4562
     -1.9204      0.1251     -0.9217    -41.8793    -28.3950    -34.6915   -233.2957    232.8854
     -1.9013      0.1978     -1.1392    -40.6435    -27.5572    -49.9849   -215.3060    220.9185
     -1.9143      0.2167     -1.5340    -38.3995    -26.0356    -48.2820   -207.2291    200.0053
     -1.9390      0.2301     -1.5127    -38.5206    -26.1177    -51.9730   -212.4153    204.2498
     -1.9376      0.2510     -0.8308    -42.3960    -28.7454    -66.9616   -238.4035    236.9466
     -1.8960      0.1805     -0.7342    -42.9452    -29.1177    -49.8251   -236.3657    235.6773
     -1.8904      0.2277     -0.9893    -41.4955    -28.1348    -58.2140   -222.8631    222.7378
     -1.9053      0.2397     -1.4432    -38.9157    -26.3856    -54.1293   -211.4098    200.7698
     -1.9332      0.3362     -1.0361    -41.2294    -27.9544    -83.5313   -231.8679    221.7635
     -1.9081      0.2512     -0.9189    -41.8955    -28.4060    -63.7196   -237.3380    222.4419
     -1.9011      0.2866     -1.5027    -38.5774    -26.1563    -63.1736   -210.6592    194.2661
     -1.9370      0.2889     -1.4963    -38.6138    -26.1810    -64.3459   -217.5812    199.5799
     -1.9366      0.2121     -1.2005    -40.2947    -27.3206    -51.6676   -227.6355    217.4021
     -1.9181      0.2389     -0.9521    -41.7068    -28.2781    -61.8412   -230.0210    228.2512
     -1.9031      0.2369     -0.9881    -41.5022    -28.1394    -60.1301   -228.2113    222.5501
     -1.9052      0.2404     -1.7652    -37.0853    -25.1446    -49.3309   -200.2819    184.4198
     -1.9541      0.2440     -1.5036    -38.5721    -26.1527    -55.3118   -216.2398    205.9489
     -1.9370      0.2052     -1.3941    -39.1944    -26.5746    -47.8443   -217.8498    209.7836
     -1.9301      0.2188     -1.3295    -39.5616    -26.8236    -52.0447   -217.1846    212.7577
     -1.9260      0.2159     -1.4858    -38.6733    -26.2213    -48.8945   -211.7109    203.7280
     -1.9359      0.1651     -1.1176    -40.7662    -27.6403    -42.6969   -225.7057    226.3559
     -1.9130      0.2549     -0.6464    -43.4440    -29.4559    -70.7378   -237.8746    243.6269
     -1.8854      0.2339     -0.9842    -41.5240    -28.1542    -58.8213   -226.8239    218.7668
     -1.9050      0.2485     -1.0090    -41.3831    -28.0586    -62.6659   -227.5666    221.5883
     -1.9065      0.1136     -0.4203    -44.7293    -30.3274    -37.2543   -248.1482    256.6370
     -1.8727      0.1651     -1.2437    -40.0494    -27.1544    -40.4435   -206.6695    212.1541
     -1.9207      0.2308     -0.9852    -41.5183    -28.1503    -59.9938   -226.2976    229.3429
     -1.9051      0.2564     -0.9360    -41.7981    -28.3400    -65.6993   -230.1371    224.9959
     -1.9022      0.1388     -1.3560    -39.4112    -26.7216    -32.4351   -214.6426    207.4436
     -1.9277      0.2749     -0.5961    -43.7303    -29.6500    -77.2173   -240.5407    249.2989
     -1.8825      0.1974     -1.3283    -39.5683    -26.8282    -45.2395   -214.8661    202.0499
     -1.9260      0.2420     -0.7210    -43.0203    -29.1686    -66.4806   -238.7431    241.8209
     -1.8896      0.1965     -1.5519    -38.2977    -25.9666    -42.5382   -205.8285    193.6911
     -1.9401      0.2418     -1.0745    -41.0111    -27.8064    -61.4452   -227.6678    226.9052
     -1.9104      0.3002     -1.5170    -38.4962    -26.1012    -66.2471   -210.9199    195.0834
     -1.9379      0.1688     -1.4859    -38.6726    -26.2208    -37.9958   -217.4721    204.4946
     -1.9359      0.2446     -0.9822    -41.5357    -28.1621    -63.6995   -228.8918    231.7216
     -1.9049      0.2502     -1.4938    -38.6278    -26.1904    -55.4889   -210.6412    197.0916
     -1.9364      0.2223     -0.7491    -42.8605    -29.0603    -60.9916   -242.0568    241.2757
     -1.8913      0.1817     -1.1778    -40.4238    -27.4082    -44.4593   -218.1072    213.8669
     -1.9167      0.2300     -0.4984    -44.2856    -30.0266    -66.7247   -244.4454    252.2064
     -1.8770      0.2044     -1.0916    -40.9139    -27.7405    -50.4110   -220.0172    214.1344
     -1.9114      0.2758     -0.7401    -42.9117    -29.0950    -73.9381   -236.8388    236.1623
     -1.8907      0.2668     -1.1072    -40.8249    -27.6801    -64.5822   -224.7837    211.5431
     -1.9124      0.2645     -1.2027    -40.2824    -27.3123    -63.2103   -223.6727    211.4265
     -1.9182      0.2109     -1.2347    -40.1005    -27.1890    -50.6629   -222.4873    213.2392
     -1.9202      0.2974     -1.2298    -40.1281    -27.2077    -71.0773   -220.8137    212.4311
     -1.9199      0.2708     -1.1570    -40.5421    -27.4884    -65.2820   -228.2195    213.6294
     -1.9154      0.2971     -0.9113    -41.9386    -28.4352    -75.6646   -235.3479    224.8973
     -1.9007      0.2173     -1.0187    -41.3282    -28.0214    -54.4094   -229.9705    219.0654
     -1.9071      0.2411     -1.5070    -38.5529    -26.1397    -53.6435   -208.7229    198.2863
     -1.9373      0.3184     -1.4938    -38.6278    -26.1905    -71.3420   -215.3693    200.4031
     -1.9364      0.2157     -1.3536    -39.4246    -26.7307    -49.9875   -223.7716    208.3121
     -1.9275      0.2980     -0.8397    -42.3455    -28.7111    -78.0065   -236.4197    233.0220
     -1.8965      0.2114     -1.2368    -40.0885    -27.1808    -49.8081   -221.5203    207.6828
     -1.9203      0.1766     -0.7795    -42.6879    -28.9433    -49.3965   -235.7790    240.0671
     -1.8930      0.1678     -1.0226    -41.3062    -28.0065    -43.7609   -221.0421    224.3087
     -1.9073      0.2062     -1.2685    -39.9082    -27.0586    -49.8246   -214.0511    213.5645
     -1.9222      0.2442     -1.2445    -40.0450    -27.1514    -58.8384   -219.6309    214.4750
     -1.9208      0.2924     -0.6676    -43.3235    -29.3743    -79.0749   -243.3825    239.3101
     -1.8866      0.2097     -0.9241    -41.8658    -28.3859    -53.5902   -231.0582    221.4878
     -1.9015      0.2536     -1.3816    -39.2655    -26.6228    -58.2375   -212.2360    203.2694
     -1.9293      0.2809     -0.7220    -43.0146    -29.1648    -75.4847   -243.0060    238.4784
     -1.8897      0.2229     -0.9218    -41.8790    -28.3948    -56.9840   -231.0574    222.1068
     -1.9013      0.2023     -0.7188    -43.0326    -29.1770    -55.8019   -236.3037    237.6793
     -1.8895      0.2690     -1.6503    -37.7381    -25.5872    -57.1619   -200.7648    187.5911
     -1.9465      0.2319     -1.2205    -40.1811    -27.2436    -56.3777   -227.2905    218.2557
     -1.9193      0.1685     -0.3243    -45.2748    -30.6973    -53.0223   -253.2938    262.2968
     -1.8675      0.1769     -0.7507    -42.8512    -29.0540    -48.7621   -226.8127    232.5683
     -1.8913      0.2000     -0.5233    -44.1439    -29.9305    -58.1111   -239.1546    247.2612
     -1.8784      0.2228     -1.0488    -41.1570    -27.9053    -55.6464   -220.1857    216.9249
     -1.9089      0.1924     -1.2618    -39.9465    -27.0845    -46.2608   -217.5818    212.5603
     -1.9218      0.2664     -1.1463    -40.6030    -27.5297    -65.5721   -222.6218    218.9273
     -1.9148      0.3195     -0.8738    -42.1518    -28.5798    -81.6883   -236.6501    225.8324
     -1.8985      0.2497     -1.3849    -39.2468    -26.6101    -56.1035   -218.1716    198.3205
     -1.9295      0.2407     -0.8474    -42.3019    -28.6816    -63.7943   -237.6827    234.1633
     -1.8969      0.3287     -1.1323    -40.6827    -27.5837    -79.0423   -223.4101    210.3237
     -1.9139      0.2037     -1.2898    -39.7873    -26.9766    -47.4630   -223.6226    207.4018
     -1.9236      0.2364     -1.2049    -40.2701    -27.3039    -57.7160   -221.0093    217.1261
     -1.9183      0.2318     -1.3411    -39.4959    -26.7790    -54.1495   -217.2262    208.2145
     -1.9268      0.2315     -1.6031    -38.0065    -25.7692    -50.4505   -208.4557    196.8412
     -1.9435      0.2491     -1.2229    -40.1673    -27.2343    -60.5932   -224.7865    218.3405
     -1.9194      0.2099     -0.9154    -41.9153    -28.4194    -55.1385   -233.3677    230.1166
     -1.9009      0.2357     -0.8172    -42.4737    -28.7981    -62.6373   -232.3638    231.7872
     -1.8952      0.1705     -1.7903    -36.9425    -25.0478    -34.0374   -197.2914    184.1314
     -1.9558      0.2201     -1.3633    -39.3694    -26.6933    -52.8864   -217.2578    217.1504
     -1.9282      0.2316     -1.3043    -39.7050    -26.9208    -55.0933   -218.8925    212.5440
     -1.9245      0.2457     -0.9945    -41.4655    -28.1144    -62.7884   -230.5918    226.3075
     -1.9056      0.2465     -1.1309    -40.6906    -27.5891    -60.2265   -223.9075    215.2903
     -1.9138      0.2204     -1.2289    -40.1335    -27.2113    -52.9832   -221.1721    213.0302
     -1.9198      0.2405     -1.1127    -40.7942    -27.6593    -59.7713   -224.9123    220.1755
     -1.9127      0.2383     -1.3521    -39.4334    -26.7367    -55.2456   -216.4124    206.1988
     -1.9274      0.1663     -1.1261    -40.7180    -27.6076    -42.3987   -225.5901    223.3620
