     pmw          pmn          x          y          z          vx          vy          vz
     -1.9174      0.2511     -0.5492    -43.9969    -29.8308    -69.8872   -250.8184    243.5564
     -1.8799      0.2074     -1.0328    -41.2482    -27.9671    -51.7904   -223.7817    216.5939
     -1.9079      0.2183     -0.8617    -42.2207    -28.6265    -58.0358   -231.3622    231.8197
     -1.8978      0.1885     -1.1167    -40.7712    -27.6437    -47.0607   -221.0316    218.0164
     -1.9130      0.2609     -1.1833    -40.3926    -27.3870    -63.5349   -219.7856    215.7794
     -1.9170      0.2335     -0.9245    -41.8637    -28.3845    -60.4486   -233.6981    227.6939
     -1.9015      0.2545     -1.0934    -40.9037    -27.7336    -62.6805   -224.0859    216.4970
     -1.9115      0.1360     -0.8526    -42.2724    -28.6616    -37.9828   -233.9256    234.6891
     -1.8973      0.2482     -0.9864    -41.5116    -28.1457    -63.7284   -221.5356    225.1270
     -1.9051      0.3025     -1.2228    -40.1679    -27.2347    -71.5678   -221.3387    208.2384
     -1.9194      0.2326     -0.9702    -41.6037    -28.2081    -59.1751   -234.8050    224.2646
     -1.9042      0.3215     -0.7752    -42.7121    -28.9597    -83.9666   -236.7889    229.8345
     -1.8928      0.2168     -0.9396    -41.7778    -28.3262    -54.9494   -233.1624    220.4676
     -1.9024      0.2881     -1.6621    -37.6715    -25.5420    -61.2441   -203.0232    187.9702
     -1.9473      0.2864     -0.9158    -41.9129    -28.4178    -73.7557   -240.4875    230.7289
     -1.9010      0.2111     -0.7746    -42.7155    -28.9620    -56.5005   -238.1047    231.9106
     -1.8927      0.2563     -0.9803    -41.5462    -28.1692    -64.8405   -225.6701    221.1876
     -1.9048      0.2189     -1.7535    -37.1520    -25.1898    -44.7634   -201.5574    184.9604
     -1.9533      0.2052     -1.1801    -40.4106    -27.3992    -51.5555   -226.4085    224.7054
     -1.9168      0.2178     -1.1107    -40.8052    -27.6668    -54.6002   -223.4002    221.2616
     -1.9126      0.1859     -0.9515    -41.7102    -28.2804    -49.0797   -228.9554    229.2503
     -1.9031      0.2949     -1.3106    -39.6692    -26.8965    -68.9503   -214.1120    206.3400
     -1.9249      0.3129     -0.7777    -42.6982    -28.9503    -81.7814   -243.1886    231.7477
     -1.8929      0.2913     -1.0417    -41.1973    -27.9327    -71.0287   -229.9338    212.6502
     -1.9084      0.2436     -1.0066    -41.3968    -28.0679    -61.0335   -231.4511    220.2870
     -1.9063      0.2582     -1.2929    -39.7698    -26.9647    -60.4369   -218.1457    207.0154
     -1.9238      0.2429     -0.9104    -41.9438    -28.4388    -63.1141   -235.1047    229.4338
     -1.9006      0.2414     -1.1583    -40.5347    -27.4834    -58.5275   -222.0182    213.3079
     -1.9155      0.1677     -1.3301    -39.5580    -26.8211    -39.7653   -216.7768    210.6386
     -1.9261      0.2879     -1.6507    -37.7361    -25.5859    -62.4969   -203.4897    194.7128
     -1.9466      0.1470     -0.9445    -41.7501    -28.3075    -40.1624   -237.5427    235.1326
     -1.9027      0.3075     -0.9307    -41.8285    -28.3606    -78.7342   -225.6987    225.9418
     -1.9018      0.2486     -1.1230    -40.7355    -27.6195    -60.0916   -227.3602    212.3927
     -1.9133      0.2357     -1.0473    -41.1654    -27.9110    -59.1572   -228.0229    221.2573
     -1.9088      0.2873     -1.4308    -38.9862    -26.4334    -64.8824   -213.3397    199.7926
     -1.9324      0.2551     -1.4144    -39.0790    -26.4964    -58.0714   -219.6511    204.1689
     -1.9314      0.2421     -0.7205    -43.0233    -29.1707    -66.0706   -242.9385    240.6268
     -1.8896      0.2789     -1.2787    -39.8506    -27.0195    -64.9221   -216.6226    203.7896
     -1.9229      0.3825     -1.3349    -39.5307    -26.8026    -87.8108   -222.3610    201.5386
     -1.9264      0.2891     -1.8520    -36.5921    -24.8102    -57.1788   -208.8419    176.0921
     -1.9599      0.2749     -1.1891    -40.3599    -27.3648    -66.8779   -231.9577    219.7983
     -1.9174      0.2201     -0.9755    -41.5736    -28.1878    -56.3748   -232.5416    225.2337
     -1.9045      0.1976     -1.2930    -39.7693    -26.9644    -46.9271   -215.7811    210.0821
     -1.9238      0.1949     -1.4758    -38.7300    -26.2597    -44.5674   -210.2826    205.5031
     -1.9353      0.1554     -0.7570    -42.8155    -29.0298    -45.1282   -237.4684    245.8039
     -1.8917      0.2082     -1.2015    -40.2893    -27.3170    -50.9338   -213.6935    214.3629
     -1.9181      0.3027     -1.0589    -41.0996    -27.8664    -75.2016   -226.7005    220.3914
     -1.9095      0.3180     -1.0747    -41.0102    -27.8057    -77.2815   -230.7255    213.5153
     -1.9104      0.2455     -1.3474    -39.4597    -26.7545    -56.0799   -220.9452    202.6046
     -1.9272      0.2837     -1.0563    -41.1146    -27.8765    -70.6641   -229.9933    221.5777
     -1.9093      0.1593     -1.9753    -35.8910    -24.3348    -29.2362   -195.0390    175.8176
     -1.9683      0.2010     -1.0284    -41.2731    -27.9840    -53.7448   -230.5076    237.9206
     -1.9076      0.2364     -1.0262    -41.2854    -27.9924    -59.9730   -225.2083    223.0807
     -1.9075      0.1803     -1.0517    -41.1406    -27.8942    -46.1038   -225.6587    222.7441
     -1.9090      0.2685     -0.9558    -41.6859    -28.2639    -68.8884   -227.1431    226.2998
     -1.9033      0.3030     -0.8902    -42.0584    -28.5165    -77.1141   -234.3766    223.3880
     -1.8995      0.2410     -1.0187    -41.3283    -28.0214    -59.8860   -230.4470    217.5814
     -1.9071      0.2437     -0.9583    -41.6716    -28.2542    -62.2764   -230.0493    224.4218
     -1.9035      0.2176     -1.1783    -40.4209    -27.4062    -52.8114   -221.4250    213.8167
     -1.9167      0.3470     -0.5274    -44.1208    -29.9148    -95.2867   -247.0797    244.0213
     -1.8787      0.1538     -0.7357    -42.9367    -29.1120    -41.7957   -239.1791    229.4380
     -1.8905      0.1576     -1.4140    -39.0812    -26.4978    -36.7014   -205.2091    205.7447
     -1.9313      0.2104     -0.4931    -44.3154    -30.0468    -62.5418   -245.1002    257.3835
     -1.8768      0.3324     -1.2536    -39.9933    -27.1163    -77.4868   -214.6020    201.6710
     -1.9213      0.3064     -1.0407    -41.2029    -27.9365    -75.1765   -235.1846    216.7815
     -1.9084      0.2477     -0.7934    -42.6085    -28.8894    -65.1172   -240.1264    230.0576
     -1.8938      0.2376     -1.7790    -37.0067    -25.0913    -48.1512   -198.9932    181.4165
     -1.9550      0.2185     -1.2378    -40.0828    -27.1770    -53.6325   -225.7642    220.7861
     -1.9204      0.3002     -0.8040    -42.5486    -28.8488    -78.9064   -236.9143    233.1549
     -1.8944      0.2051     -1.2046    -40.2716    -27.3050    -48.7429   -222.4554    209.0556
     -1.9183      0.1826     -1.6409    -37.7917    -25.6235    -39.4482   -203.8772    196.4138
     -1.9459      0.2117     -1.4945    -38.6241    -26.1879    -48.7405   -211.7424    208.5228
     -1.9365      0.1330     -0.8668    -42.1916    -28.6068    -38.2474   -234.3191    240.7603
     -1.8981      0.2949     -0.6144    -43.6261    -29.5794    -81.0693   -235.5212    241.6448
     -1.8836      0.2719     -1.7653    -37.0845    -25.1440    -54.8405   -201.4023    177.1053
     -1.9541      0.2244     -0.4369    -44.6351    -30.2636    -66.4007   -257.4651    259.7761
     -1.8736      0.2717     -1.0911    -40.9168    -27.7424    -66.0358   -220.0781    210.8964
     -1.9114      0.2292     -0.4350    -44.6458    -30.2708    -66.3671   -251.2817    250.6941
     -1.8735      0.1718     -1.3725    -39.3171    -26.6578    -39.1523   -209.1136    201.0768
     -1.9287      0.2893     -1.2083    -40.2508    -27.2909    -70.2383   -220.3369    217.0219
     -1.9185      0.2530     -1.1485    -40.5903    -27.5211    -61.3522   -227.6567    214.8648
     -1.9149      0.2282     -1.1694    -40.4716    -27.4406    -55.5944   -223.9559    215.6175
     -1.9162      0.2872     -1.1555    -40.5507    -27.4942    -69.7108   -223.8940    215.0850
     -1.9153      0.2767     -1.4718    -38.7528    -26.2752    -61.4969   -215.6010    197.3176
     -1.9350      0.2258     -1.0056    -41.4025    -28.0717    -57.7559   -234.0393    226.8498
     -1.9063      0.2927     -0.7640    -42.7757    -29.0028    -77.2841   -236.7190    232.3450
     -1.8921      0.2297     -1.1135    -40.7892    -27.6560    -55.7350   -225.2806    212.3811
     -1.9128      0.1312     -1.1141    -40.7862    -27.6539    -34.0955   -223.1080    222.9679
     -1.9128      0.2403     -1.4619    -38.8091    -26.3134    -55.1750   -205.9953    205.0509
     -1.9344      0.1716     -1.0359    -41.2305    -27.9551    -44.9594   -230.0116    228.9589
     -1.9081      0.2051     -1.2940    -39.7634    -26.9604    -49.1999   -213.4420    212.3409
     -1.9238      0.1724     -1.0222    -41.3081    -28.0078    -45.4081   -227.0025    228.9765
     -1.9073      0.1545     -1.0444    -41.1823    -27.9225    -40.7961   -221.7894    226.7228
     -1.9086      0.2389     -1.4389    -38.9400    -26.4021    -54.8622   -207.6506    204.5513
     -1.9329      0.2546     -1.4800    -38.7061    -26.2435    -57.4700   -214.4399    202.9270
     -1.9355      0.1815     -1.4160    -39.0698    -26.4901    -42.1205   -217.1940    208.9255
     -1.9315      0.2090     -1.2881    -39.7969    -26.9831    -50.6993   -217.3655    216.4507
     -1.9235      0.2958     -0.9734    -41.5855    -28.1958    -75.1808   -230.5222    225.9293
     -1.9044      0.2738     -0.7439    -42.8903    -29.0805    -72.2256   -241.0714    230.9792
     -1.8910      0.2786     -1.1393    -40.6429    -27.5568    -66.8217   -223.6852    209.6066
     -1.9143      0.2057     -1.0113    -41.3701    -28.0498    -52.3526   -230.8608    223.3175
     -1.9066      0.2068     -1.0685    -41.0452    -27.8295    -52.3637   -223.4484    221.8457
     -1.9100      0.1552     -1.6705    -37.6236    -25.5096    -32.9727   -201.5657    194.4554
     -1.9478      0.2944     -0.3171    -45.3160    -30.7252    -87.2122   -255.0413    265.9539
     -1.8671      0.2469     -0.9631    -41.6441    -28.2356    -61.2822   -227.5553    214.0769
     -1.9038      0.2311     -1.0310    -41.2581    -27.9738    -58.0658   -227.1463    220.4774
     -1.9078      0.3060     -0.7228    -43.0100    -29.1617    -81.2286   -238.9190    233.8790
     -1.8897      0.2472     -1.2395    -40.0734    -27.1706    -57.6768   -221.4394    204.4788
     -1.9205      0.1809     -0.8803    -42.1149    -28.5548    -48.7415   -234.3055    233.4081
     -1.8989      0.2534     -0.7000    -43.1394    -29.2494    -68.9845   -234.8223    237.5294
     -1.8884      0.1607     -1.4450    -38.9054    -26.3787    -35.9052   -209.7582    199.7258
     -1.9333      0.2775     -1.2056    -40.2656    -27.3009    -67.8153   -220.2392    218.9527
     -1.9184      0.2497     -1.3401    -39.5016    -26.7829    -57.7577   -219.9081    205.9038
     -1.9267      0.2594     -0.9498    -41.7196    -28.2867    -66.5900   -233.7738    227.6720
     -1.9030      0.2392     -1.1277    -40.7089    -27.6015    -58.3652   -224.3833    214.7011
     -1.9136      0.2624     -0.7336    -42.9483    -29.1199    -70.4717   -239.2611    236.1222
     -1.8904      0.2487     -1.0817    -40.9703    -27.7787    -60.8846   -224.6372    214.0265
     -1.9108      0.1860     -0.5935    -43.7448    -29.6599    -53.4982   -243.5070    245.5584
     -1.8824      0.2235     -0.8494    -42.2903    -28.6737    -58.9535   -227.0370    227.9874
     -1.8971      0.1991     -1.3018    -39.7193    -26.9305    -46.9197   -214.7107    208.0578
     -1.9243      0.2136     -0.7176    -43.0395    -29.1817    -59.5172   -238.3644    242.8415
     -1.8894      0.2817     -1.1162    -40.7743    -27.6458    -68.5044   -220.8025    212.7239
     -1.9129      0.2889     -0.5882    -43.7750    -29.6804    -78.9120   -247.3211    240.2972
     -1.8821      0.2143     -0.5380    -44.0605    -29.8740    -60.0581   -244.0871    239.4832
     -1.8793      0.3097     -0.6368    -43.4990    -29.4932    -82.9599   -237.0021    232.7808
     -1.8848      0.1725     -1.6082    -37.9774    -25.7495    -35.7627   -206.9250    188.2787
     -1.9438      0.2592     -0.7543    -42.8307    -29.0401    -70.9379   -238.8013    243.9786
     -1.8916      0.2174     -1.7205    -37.3393    -25.3168    -44.5592   -201.2730    184.2135
     -1.9511      0.2159     -0.4856    -44.3582    -30.0758    -64.0165   -251.8889    259.2447
     -1.8763      0.2769     -1.3239    -39.5935    -26.8452    -63.6435   -211.6849    200.2414
     -1.9257      0.2239     -0.7554    -42.8247    -29.0360    -60.7108   -241.9025    237.6586
     -1.8916      0.2074     -1.4354    -38.9600    -26.4157    -46.7824   -209.3202    200.0923
     -1.9327      0.2398     -1.0814    -40.9718    -27.7797    -60.5579   -227.0248    224.7685
     -1.9108      0.2408     -1.1349    -40.6675    -27.5734    -59.0551   -224.0398    216.5580
     -1.9141      0.1523     -0.7730    -42.7246    -28.9682    -43.0817   -236.5591    239.0308
     -1.8926      0.1627     -0.7261    -42.9912    -29.1489    -46.5205   -230.1182    240.1389
     -1.8899      0.2400     -0.8260    -42.4234    -28.7639    -63.7191   -227.7716    230.8532
     -1.8957      0.2657     -1.1719    -40.4575    -27.4310    -63.8098   -220.9926    210.8033
     -1.9163      0.2831     -1.1089    -40.8158    -27.6739    -69.1456   -227.7839    216.0935
     -1.9125      0.2363     -1.3584    -39.3972    -26.7121    -54.2575   -218.6414    204.2143
     -1.9278      0.1808     -0.5341    -44.0823    -29.8887    -53.6157   -247.3376    252.7834
     -1.8790      0.2713     -1.4005    -39.1580    -26.5499    -61.6038   -207.1550    198.6532
     -1.9305      0.2422     -0.9992    -41.4391    -28.0966    -61.6411   -233.5445    225.8132
     -1.9059      0.2753     -0.8700    -42.1734    -28.5945    -71.1662   -233.5607    227.1477
     -1.8983      0.1918     -1.4265    -39.0103    -26.4498    -43.0842   -213.3479    200.3170
     -1.9321      0.1648     -0.5261    -44.1278    -29.9196    -50.3002   -245.4161    256.5816
     -1.8786      0.2726     -1.1282    -40.7056    -27.5993    -66.4189   -215.9113    212.3931
     -1.9137      0.2261     -0.1448    -46.2952    -31.3891    -69.8842   -262.1773    265.7278
     -1.8578      0.0929     -1.0732    -41.0186    -27.8115    -24.1507   -216.4410    216.1796
     -1.9103      0.0966     -0.9524    -41.7051    -28.2769    -29.1063   -220.1019    237.5946
     -1.9031      0.2105     -0.7894    -42.6316    -28.9051    -58.1953   -226.6579    239.2375
     -1.8936      0.2192     -1.1488    -40.5885    -27.5199    -53.6753   -219.2264    214.6517
     -1.9149      0.2768     -1.4928    -38.6333    -26.1942    -61.8767   -210.7639    198.9226
     -1.9363      0.2259     -1.5259    -38.4452    -26.0666    -50.1655   -215.0936    200.8618
     -1.9385      0.1888     -1.5873    -38.0967    -25.8303    -41.8123   -209.6708    201.6400
     -1.9424      0.2370     -0.9189    -41.8952    -28.4058    -62.8270   -233.2064    235.7138
     -1.9011      0.1600     -0.5164    -44.1832    -29.9571    -47.8160   -243.8481    249.0491
     -1.8781      0.2736     -1.0489    -41.1568    -27.9052    -67.9536   -218.4035    216.2993
     -1.9089      0.3321     -0.8805    -42.1135    -28.5538    -84.3540   -236.1756    223.4966
     -1.8989      0.2181     -0.8242    -42.4340    -28.7711    -56.9726   -238.8165    226.9028
     -1.8956      0.1518     -1.1163    -40.7737    -27.6454    -38.5068   -220.2867    219.1637
     -1.9129      0.2383     -1.1147    -40.7828    -27.6516    -59.7421   -219.8356    221.5977
     -1.9128      0.2019     -0.6757    -43.2774    -29.3430    -56.4935   -240.4095    241.5604
     -1.8870      0.2567     -0.9226    -41.8744    -28.3917    -65.7720   -226.4295    223.2513
     -1.9014      0.2588     -1.0047    -41.4076    -28.0752    -64.8143   -228.7018    219.7376
     -1.9062      0.1734     -0.8700    -42.1731    -28.5942    -46.5480   -233.2824    230.9647
     -1.8983      0.1874     -1.0710    -41.0307    -27.8197    -47.8917   -220.0714    222.2237
     -1.9102      0.1882     -0.1977    -45.9945    -31.1852    -59.9760   -254.1640    267.5515
     -1.8606      0.2845     -0.7725    -42.7274    -28.9700    -74.2284   -227.6326    224.6115
     -1.8926      0.2007     -1.3727    -39.3159    -26.6570    -45.5396   -215.1942    201.2129
     -1.9287      0.2631     -0.6809    -43.2481    -29.3231    -72.3261   -241.0797    243.3226
     -1.8873      0.2109     -1.1801    -40.4107    -27.3993    -50.6126   -220.2736    210.1611
     -1.9168      0.2835     -1.4609    -38.8150    -26.3174    -64.0090   -211.7658    200.9193
     -1.9343      0.2357     -1.5631    -38.2339    -25.9234    -51.6294   -213.9776    197.9678
     -1.9409      0.2652     -0.6940    -43.1736    -29.2726    -72.6104   -244.4250    243.6330
     -1.8881      0.2524     -0.5263    -44.1269    -29.9190    -70.2049   -244.4892    240.5256
     -1.8786      0.3355     -0.9705    -41.6024    -28.2073    -82.9175   -227.5233    213.8674
     -1.9042      0.2263     -0.9905    -41.4886    -28.1302    -56.6398   -233.8524    219.2212
     -1.9054      0.2579     -1.2833    -39.8243    -27.0017    -60.6853   -217.3479    208.0086
     -1.9232      0.2434     -1.1309    -40.6907    -27.5892    -59.8568   -226.9528    218.2873
     -1.9138      0.2900     -1.0851    -40.9505    -27.7653    -71.3125   -227.0780    217.3903
     -1.9111      0.2161     -1.1497    -40.5837    -27.5166    -52.6097   -226.1982    214.8880
     -1.9150      0.2176     -1.2746    -39.8736    -27.0351    -52.0333   -217.8313    212.2970
     -1.9226      0.1893     -0.6870    -43.2137    -29.2998    -53.7232   -240.0138    244.3820
     -1.8877      0.2127     -0.8425    -42.3296    -28.7004    -56.5764   -228.0815    229.7198
     -1.8967      0.2375     -1.4147    -39.0772    -26.4952    -54.0008   -210.4104    201.2771
     -1.9314      0.1765     -1.5812    -38.1311    -25.8537    -38.9235   -209.5433    200.6956
     -1.9420      0.1996     -0.7939    -42.6058    -28.8876    -55.7656   -236.5562    244.0844
     -1.8938      0.1778     -1.5402    -38.3639    -26.0115    -39.1539   -204.0544    197.4638
     -1.9394      0.1830     -1.2388    -40.0770    -27.1730    -45.7132   -219.6847    221.6486
     -1.9204      0.3082     -0.6228    -43.5783    -29.5470    -84.3634   -241.5626    243.2111
     -1.8840      0.2618     -1.2959    -39.7526    -26.9531    -59.9444   -218.9674    199.9589
     -1.9239      0.2715     -0.4523    -44.5475    -30.2041    -77.2925   -252.4881    250.9199
     -1.8745      0.2773     -0.8254    -42.4267    -28.7662    -71.1698   -232.5281    221.8177
     -1.8957      0.2065     -1.1076    -40.8228    -27.6787    -50.6992   -224.7799    214.9413
     -1.9124      0.1718     -1.1738    -40.4464    -27.4235    -42.9894   -220.0288    219.1271
     -1.9164      0.2422     -1.0347    -41.2373    -27.9598    -61.7424   -224.4514    225.2873
     -1.9080      0.1957     -0.9993    -41.4382    -28.0960    -50.3637   -228.1544    224.5727
     -1.9059      0.2992     -0.9740    -41.5825    -28.1938    -75.6158   -227.3458    222.8599
     -1.9044      0.2079     -1.4015    -39.1522    -26.5460    -46.9052   -216.6424    201.0820
     -1.9306      0.2947     -1.3604    -39.3858    -26.7044    -68.5721   -217.1776    208.1092
     -1.9280      0.3008     -1.2976    -39.7432    -26.9467    -70.0440   -224.3526    207.0364
     -1.9240      0.2185     -1.0589    -41.0994    -27.8663    -54.7245   -231.9235    221.3854
     -1.9095      0.1316     -0.7127    -43.0672    -29.2005    -38.8606   -236.5034    242.9382
     -1.8892      0.2121     -1.4320    -38.9793    -26.4288    -48.7559   -203.7300    203.3207
     -1.9325      0.2030     -1.6068    -37.9857    -25.7551    -44.6027   -207.5477    199.5784
     -1.9437      0.1663     -1.2673    -39.9150    -27.0632    -41.4022   -220.4939    220.6822
     -1.9222      0.2496     -1.4007    -39.1569    -26.5492    -58.0624   -211.6193    208.0376
     -1.9305      0.2217     -1.6565    -37.7034    -25.5637    -47.4827   -207.9106    194.4943
     -1.9469      0.2312     -1.3127    -39.6570    -26.8883    -55.3490   -221.1341    215.5771
     -1.9250      0.3554     -0.7492    -42.8597    -29.0598    -93.3170   -241.0432    233.8600
     -1.8913      0.1367     -1.2328    -40.1116    -27.1965    -32.0843   -223.4549    207.6749
     -1.9200      0.1901     -0.7885    -42.6368    -28.9086    -53.3278   -231.1798    241.9636
     -1.8935      0.2229     -1.3186    -39.6237    -26.8657    -52.2860   -211.9535    206.9358
     -1.9254      0.2144     -1.2549    -39.9859    -27.1113    -51.8033   -220.2844    215.0981
     -1.9214      0.3007     -1.2125    -40.2266    -27.2745    -72.1284   -221.8615    213.2466
     -1.9188      0.2275     -1.3785    -39.2832    -26.6349    -51.9815   -219.6665    204.0348
     -1.9291      0.2310     -1.4118    -39.0938    -26.5064    -53.2892   -215.5035    207.0561
     -1.9312      0.2244     -1.1895    -40.3572    -27.3630    -55.1020   -224.0536    218.7488
     -1.9174      0.2789     -0.9892    -41.4958    -28.1350    -70.5807   -229.8047    224.0683
     -1.9053      0.1642     -1.3443    -39.4776    -26.7666    -38.1264   -217.1052    206.6830
     -1.9270      0.1854     -1.3297    -39.5604    -26.8228    -44.8695   -213.9437    215.1671
     -1.9260      0.2051     -1.1534    -40.5628    -27.5025    -51.5233   -221.7650    222.2115
     -1.9152      0.2162     -1.5685    -38.2030    -25.9025    -47.6193   -206.5068    198.1643
     -1.9412      0.2940     -1.3321    -39.5470    -26.8137    -69.0935   -220.0951    211.2020
     -1.9262      0.2536     -0.0679    -46.7321    -31.6853    -78.4763   -268.5603    270.1396
     -1.8537      0.2430     -1.4332    -38.9722    -26.4239    -53.3965   -206.6832    190.6355
     -1.9326      0.1968     -1.0321    -41.2519    -27.9697    -50.8538   -230.3807    227.6155
     -1.9079      0.2579     -1.1006    -40.8628    -27.7058    -63.9185   -222.5640    218.6965
     -1.9120      0.1593     -1.6243    -37.8861    -25.6876    -33.9389   -206.5436    194.9106
     -1.9448      0.2108     -0.6982    -43.1497    -29.2564    -60.0958   -239.6099    249.7015
     -1.8883      0.2516     -0.6670    -43.3273    -29.3768    -68.4144   -236.2452    235.8982
     -1.8865      0.1908     -1.1983    -40.3075    -27.3293    -45.8514   -218.5883    210.4122
     -1.9179      0.1963     -1.4486    -38.8850    -26.3648    -45.1705   -210.1428    206.0222
     -1.9335      0.2291     -1.3899    -39.2182    -26.5908    -53.6477   -215.0152    210.2939
     -1.9298      0.1901     -0.2754    -45.5528    -30.8857    -59.5959   -256.7963    266.1115
     -1.8648      0.1905     -0.6080    -43.6623    -29.6040    -53.6805   -232.9375    237.5206
     -1.8832      0.2211     -1.3797    -39.2765    -26.6303    -50.7340   -208.4180    202.0729
     -1.9292      0.2472     -1.2332    -40.1087    -27.1946    -59.7106   -221.8770    215.6230
     -1.9201      0.2131     -1.4356    -38.9585    -26.4146    -48.5316   -214.4171    204.1344
     -1.9327      0.3176     -1.9943    -35.7829    -24.2615    -62.5142   -194.6667    175.8052
     -1.9696      0.2325     -1.4123    -39.0913    -26.5047    -53.7659   -226.0673    210.8110
     -1.9312      0.1783     -1.0185    -41.3295    -28.0223    -46.7689   -229.8491    229.2529
     -1.9070      0.2274     -1.0827    -40.9646    -27.7749    -57.2501   -221.6323    221.4528
     -1.9109      0.2103     -1.5005    -38.5898    -26.1647    -46.9656   -209.6814    200.1253
     -1.9368      0.2109     -1.1390    -40.6442    -27.5576    -53.0982   -225.2772    223.7560
     -1.9143      0.2000     -1.2205    -40.1813    -27.2437    -48.8286   -219.1933    215.8105
     -1.9193      0.1792     -0.9922    -41.4790    -28.1236    -47.3137   -227.2619    229.5210
     -1.9055      0.2502     -0.9470    -41.7359    -28.2978    -64.6024   -226.6703    226.8685
     -1.9028      0.2011     -0.8979    -42.0147    -28.4869    -52.8048   -231.6460    228.0423
     -1.8999      0.2521     -1.3979    -39.1730    -26.5601    -57.7101   -210.9237    202.5847
     -1.9303      0.2133     -0.6330    -43.5202    -29.5076    -60.2704   -245.4432    246.2098
     -1.8846      0.2135     -1.1340    -40.6730    -27.5772    -52.3030   -218.6512    213.7970
     -1.9140      0.2432     -1.2305    -40.1242    -27.2051    -58.5070   -219.4657    213.3669
     -1.9199      0.2963     -1.0489    -41.1565    -27.9050    -73.5554   -229.2948    220.1043
     -1.9089      0.2075     -1.1927    -40.3391    -27.3507    -49.8856   -224.6099    212.4388
     -1.9176      0.2105     -0.8028    -42.5554    -28.8535    -57.2610   -234.7571    237.0271
     -1.8944      0.1984     -0.8509    -42.2821    -28.6681    -52.9663   -229.7829    230.4094
     -1.8972      0.2591     -1.0189    -41.3272    -28.0207    -65.1563   -224.1714    220.5471
     -1.9071      0.2447     -1.0182    -41.3311    -28.0233    -61.4143   -228.9590    220.6898
     -1.9070      0.1957     -0.9361    -41.7979    -28.3398    -51.1805   -230.4570    227.4315
     -1.9022      0.2180     -1.2198    -40.1849    -27.2462    -52.7827   -216.9242    213.4099
     -1.9192      0.3200     -1.1533    -40.5631    -27.5026    -77.5092   -224.1927    214.8201
     -1.9152      0.1545     -0.7088    -43.0896    -29.2157    -43.6296   -243.7528    239.2127
     -1.8889      0.1946     -0.9285    -41.8407    -28.3689    -51.4425   -222.8877    227.9051
     -1.9017      0.1490     -0.8561    -42.2522    -28.6479    -41.3984   -229.0493    234.3930
     -1.8975      0.2725     -1.3357    -39.5267    -26.7999    -63.7285   -210.0177    206.4567
     -1.9264      0.3248     -1.6929    -37.4960    -25.4230    -68.5913   -208.5901    187.0500
     -1.9493      0.2548     -0.6637    -43.3462    -29.3896    -69.8465   -251.8838    243.7840
     -1.8864      0.1877     -1.6496    -37.7422    -25.5900    -39.0919   -202.5656    188.1210
     -1.9465      0.2300     -1.4598    -38.8211    -26.3215    -53.2389   -213.6105    209.4530
     -1.9342      0.1767     -0.8664    -42.1937    -28.6082    -48.4827   -235.6646    237.7126
     -1.8981      0.3186     -0.2142    -45.9008    -31.1217    -93.5249   -252.9083    258.3840
     -1.8615      0.2160     -1.0359    -41.2304    -27.9551    -52.5456   -225.2569    209.8063
     -1.9081      0.1542     -1.3357    -39.5264    -26.7997    -36.7197   -213.9472    210.5522
     -1.9264      0.2275     -0.7885    -42.6367    -28.9086    -62.3861   -233.5972    240.9034
     -1.8935      0.2889     -1.4785    -38.7148    -26.2494    -64.1308   -209.1833    194.9267
     -1.9354      0.1978     -0.9425    -41.7614    -28.3151    -51.9331   -236.7867    230.8266
     -1.9025      0.2009     -1.1140    -40.7863    -27.6540    -50.3167   -220.7105    219.3603
     -1.9128      0.1706     -0.7842    -42.6612    -28.9252    -47.7834   -233.8560    239.0085
     -1.8933      0.1772     -1.0148    -41.3501    -28.0362    -46.1281   -221.1215    224.5849
     -1.9068      0.2095     -0.7662    -42.7634    -28.9945    -57.5283   -232.7668    237.9543
     -1.8922      0.1304     -1.0094    -41.3811    -28.0573    -34.7517   -222.8796    225.0906
     -1.9065      0.2759     -1.5273    -38.4376    -26.0615    -61.8188   -203.1866    199.2907
     -1.9386      0.2274     -0.3436    -45.1651    -30.6229    -68.0358   -258.8763    260.9193
     -1.8685      0.1770     -1.0830    -40.9627    -27.7736    -43.9382   -218.6738    214.1672
     -1.9109      0.2662     -1.2597    -39.9585    -27.0927    -63.5987   -216.1236    211.8500
     -1.9217      0.1643     -1.2465    -40.0336    -27.1436    -39.9544   -222.0602    215.1600
     -1.9209      0.1875     -0.6849    -43.2256    -29.3078    -53.8174   -236.6676    246.3479
     -1.8876      0.1607     -1.0264    -41.2847    -27.9919    -41.7693   -220.7177    222.9324
     -1.9075      0.1885     -1.4765    -38.7259    -26.2570    -43.1093   -205.9200    204.2433
     -1.9353      0.2541     -1.1040    -40.8436    -27.6928    -63.8208   -225.6090    224.2926
     -1.9122      0.2485     -0.9584    -41.6709    -28.2537    -63.4185   -231.5851    224.6895
     -1.9035      0.2413     -0.7470    -42.8726    -29.0685    -64.7219   -237.6110    233.9759
     -1.8911      0.1620     -1.8470    -36.6201    -24.8292    -31.3894   -194.9995    180.7105
     -1.9596      0.1685     -0.6996    -43.1418    -29.2511    -50.1021   -241.2723    254.3919
     -1.8884      0.2142     -1.1493    -40.5860    -27.5182    -52.8320   -215.9731    215.5329
