#Initial conditions:
#x =  -1 (kpc), y =  -41 (kpc), z =  -28 (kpc), vx =  -57 (km/s), vy =  -226 (km/s), vz =  221 (km/s),
-1.0 -41.0 -28.0 49.6588360717 0.0
-0.941705406592 -40.7688670507 -28.2260193885 49.5953173212 -0.001
-0.883329113057 -40.5361333967 -28.451254313 49.5321335404 -0.002
-0.824956614576 -40.3034073401 -28.6764680972 49.4710523354 -0.003
-0.766502440275 -40.0690807685 -28.9008974036 49.4103291869 -0.004
-0.708055888511 -39.8347697141 -29.1252844712 49.3517215185 -0.005
-0.649527709079 -39.5988585272 -29.3488870396 49.2934950411 -0.006
-0.59101101073 -39.3629711 -29.5724263223 49.2373962189 -0.007
-0.532412756188 -39.1254841189 -29.7951810834 49.1817017464 -0.008
-0.473829870912 -38.8880294623 -30.0178515739 49.1281463453 -0.009
-0.415165523664 -38.6489760293 -30.239737526 49.075018453 -0.01
-0.356520461997 -38.4099638074 -30.4615182951 49.0240402596 -0.011
-0.297794054687 -38.1693537879 -30.6825145212 48.9735127108 -0.012
-0.23909087584 -37.9287941869 -30.9033847347 48.92514467 -0.013
-0.18030648909 -37.6866379705 -31.12347042 48.8772503619 -0.014
-0.12154929862 -37.4445416989 -31.3434093566 48.8315245243 -0.015
-0.0627110586435 -37.2008501997 -31.5625638064 48.7862954352 -0.016
-0.00390400600112 -36.9572284885 -31.7815508752 48.7432429043 -0.017
0.0549839179041 -36.7120131447 -31.9997535323 48.700710041 -0.018
0.113836641941 -36.4668777464 -32.2177682908 48.6603609213 -0.019
0.172770040018 -36.2201505186 -32.4349987541 48.6205542672 -0.02
0.231664206026 -35.9735137051 -32.6520209261 48.5829376134 -0.021
0.290638830796 -35.7252870746 -32.868258968 48.5458860778 -0.022
0.349570173502 -35.4771616349 -33.0842684617 48.511029845 -0.023
0.408581742612 -35.2274486003 -33.299494047 48.4767612131 -0.024
0.467545963788 -34.9778478365 -33.5144709732 48.4446922079 -0.025
0.526590162957 -34.72666191 -33.7286642765 48.4132330927 -0.026
0.585582934419 -34.4755996332 -33.9425889665 48.3839769262 -0.027
0.64465542049 -34.2229548358 -34.1557303908 48.3553527216 -0.028
0.70367238719 -33.9704453606 -34.3685834145 48.3289337638 -0.029
0.762768791264 -33.7163562161 -34.5806536091 48.3031685996 -0.03
0.821805574467 -33.4624143548 -34.7924157926 48.2796099356 -0.031
0.880921505133 -33.2068958836 -35.003395671 48.256726634 -0.032
0.939973705677 -32.9515369385 -35.2140481146 48.2360500227 -0.033
0.999104752308 -32.6946046501 -35.423918872 48.2160700574 -0.034
1.05816795394 -32.437844406 -35.6334429674 48.1982958914 -0.035
1.11730969006 -32.1795142906 -35.8421860982 48.1812393491 -0.036
1.17637946282 -31.9213690058 -36.050563546 48.1663866179 -0.037
1.23552744957 -31.6616575249 -36.2581608609 48.1522721615 -0.038
1.29459935326 -31.4021439218 -36.4653736872 48.140358417 -0.039
1.35374914283 -31.1410679985 -36.67180733 48.129203252 -0.04
1.41281873052 -30.8802032527 -36.8778379029 48.1202445763 -0.041
1.47196586971 -30.6177802605 -37.0830903668 48.11206442 -0.042
1.53102869125 -30.3555819898 -37.2879214125 48.1060753965 -0.043
1.59016872506 -30.091829741 -37.4919755562 48.1008844497 -0.044
1.64922033068 -29.8283159929 -37.6955901746 48.097878137 -0.045
1.70834880586 -29.5632527264 -37.8984292374 48.0956890591 -0.046
1.76738474976 -29.2984419653 -38.100810917 48.0956769678 -0.047
1.82649721845 -29.0320863327 -38.302418534 48.0965008548 -0.048
1.88551306238 -28.7659974266 -38.5035511667 48.0994929277 -0.049
1.9446050857 -28.4983684785 -38.7039113829 48.1033392938 -0.05
2.00359640258 -28.2310206841 -38.9037792776 48.1093438896 -0.051
2.06266355427 -27.9621378556 -39.1028765616 48.1162206515 -0.052
2.1216259318 -27.6935508033 -39.3014644574 48.1252445312 -0.053
2.1806638018 -27.4234338983 -39.4992837144 48.1351579965 -0.054
2.23959284599 -27.1536275769 -39.6965767934 48.1472063137 -0.055
2.29859704403 -26.8822967521 -39.8931033776 48.1601611722 -0.056
2.3574883828 -26.611291492 -40.0890872765 48.175237467 -0.057
2.41645454194 -26.3387672406 -40.2843070024 48.191236786 -0.058
2.47530382858 -26.0665836973 -40.4789678236 48.209342982 -0.059
2.5342276087 -25.7928868315 -40.672866977 48.2283882045 -0.06
2.59303052538 -25.5195459681 -40.8661912991 48.2495246092 -0.061
2.65190761666 -25.2446976017 -41.0587566469 48.2716155561 -0.062
2.7106598778 -24.9702206711 -41.2507315338 48.2957808655 -0.063
2.76948600407 -24.6942422014 -41.4419503333 48.320915741 -0.064
2.82818335968 -24.418650728 -41.632563343 48.3481070468 -0.065
2.88695428177 -24.1415638173 -41.8224233501 48.3762824476 -0.066
2.94559252074 -23.8648795786 -42.0116625427 48.406495248 -0.067
3.00430403971 -23.5867061356 -42.2001520194 48.4377061755 -0.068
3.06287899297 -23.3089511429 -42.3880059634 48.4709343903 -0.069
3.12152695327 -23.0297133034 -42.5751136843 48.5051742661 -0.07
3.18003449687 -22.7509097832 -42.7615714635 48.5414102534 -0.071
3.23861478938 -22.4706298909 -42.9472867215 48.5786709388 -0.072
3.29705084751 -22.1908002652 -43.1323379391 48.6179055164 -0.073
3.35555941251 -21.9095008523 -43.3166505503 48.6581773339 -0.074
3.41391996037 -21.6286677192 -43.5002853341 48.7003998028 -0.075
3.47235279041 -21.3463714866 -43.6831856414 48.7436715618 -0.076
3.53063385697 -21.0645576007 -43.8653946466 48.7888697333 -0.077
